mjd,flux,fluxe,flux_rolling_mean,flux_rolling_rmsd
58364.38,5.59e-17,2.62e-18,6.023000000000001e-17,3.123666666666666e-18
58365.38,6.23e-17,2.16e-18,6.032333333333334e-17,3.1647222222222216e-18
58365.39,6.21e-17,2.23e-18,6.045166666666666e-17,3.0538888888888883e-18
58366.37,6.26e-17,1.9e-18,6.002166666666667e-17,3.0383888888888883e-18
58367.37,6.07e-17,1.88e-18,6.002333333333334e-17,3.02511111111111e-18
58368.42,6.275000000000001e-17,1.935e-18,6.038000000000001e-17,3.132388888888887e-18
58369.4,6.24e-17,1.95e-18,6.021000000000001e-17,3.1202222222222212e-18
58370.43,6.38e-17,1.54e-18,6.032333333333334e-17,3.0849444444444437e-18
58371.42,5.92e-17,1.315e-18,6.026333333333333e-17,3.1274444444444436e-18
58372.38,5.9e-17,1.81e-18,5.975e-17,3.1529999999999993e-18
58373.45,6.49e-17,2.06e-18,5.950666666666667e-17,3.33861111111111e-18
58374.38,6.24e-17,1.89e-18,5.996666666666667e-17,3.4834999999999985e-18
58375.42,5.94e-17,1.96e-18,5.948666666666666e-17,3.3802777777777763e-18
58377.4,6.054999999999999e-17,1.94e-18,5.965166666666667e-17,3.3331666666666655e-18
58378.41,5.76e-17,1.68e-18,5.970833333333334e-17,3.1802777777777766e-18
58379.4,6.19e-17,1.68e-18,6.001166666666666e-17,3.352222222222221e-18
58380.44,5.874999999999999e-17,1.6249999999999998e-18,6.0065e-17,3.2292777777777765e-18
58382.36,5.35e-17,2.83e-18,5.988166666666667e-17,3.174999999999999e-18
58383.38,6.33e-17,3.65e-18,5.992500000000001e-17,3.32561111111111e-18
58385.29,6.66e-17,8.06e-18,5.9805e-17,3.294999999999999e-18
58389.32,5.72e-17,5.42e-18,5.9575e-17,3.386888888888888e-18
58397.4,6.07e-17,1.83e-18,5.940999999999999e-17,3.334888888888888e-18
58422.34,5.6e-17,4.26e-18,5.920666666666667e-17,3.2902222222222215e-18
58424.32,5.13e-17,7.18e-18,5.8965e-17,3.2012222222222214e-18
58428.25,5.28e-17,2.31e-18,5.869e-17,3.3904444444444433e-18
58431.27,6.81e-17,6.91e-18,5.830333333333333e-17,3.732888888888888e-18
58434.31,5.33e-17,4.5e-18,5.79e-17,3.742444444444443e-18
58437.27,6.06e-17,3.29e-18,5.757e-17,3.857222222222221e-18
58439.33,5.51e-17,5.12e-18,5.724e-17,4.160555555555555e-18
58447.34,6.56e-17,6.87e-18,5.676166666666667e-17,4.558944444444445e-18
58456.19,5.75e-17,2.66e-18,5.685833333333333e-17,4.517888888888889e-18
58456.26,5.68e-17,2.64e-18,5.714833333333333e-17,4.814722222222221e-18
58472.12,6.34e-17,4.74e-18,5.723333333333333e-17,4.804333333333333e-18
58475.17,5.9e-17,5.31e-18,5.734e-17,4.729611111111111e-18
58487.12,5.38e-17,2.14e-18,5.723333333333333e-17,4.6513333333333335e-18
58487.13,5.78e-17,2.27e-18,5.699e-17,4.498555555555555e-18
58490.16,5.63e-17,2.61e-18,5.715e-17,4.419444444444445e-18
58491.11,5.655e-17,3.1e-18,5.735666666666666e-17,4.537388888888888e-18
58494.11,5.095e-17,3.879999999999999e-18,5.769e-17,4.54911111111111e-18
58511.11,4.74e-17,3.92e-18,5.842333333333333e-17,4.640722222222221e-18
58667.48,5.28e-17,6.13e-18,5.847999999999999e-17,4.7372222222222215e-18
58670.48,5.25e-17,2.07e-18,5.837666666666667e-17,4.44911111111111e-18
58676.49,4.95e-17,2.8e-18,5.868666666666667e-17,4.341666666666666e-18
58680.44,4.62e-17,7.14e-18,5.904999999999999e-17,4.476666666666667e-18
58682.42,6.05e-17,5.45e-18,5.962333333333333e-17,4.6515e-18
58683.44,7.06e-17,5.25e-18,5.980666666666667e-17,4.5470000000000005e-18
58684.49,6.13e-17,4.89e-18,6.029666666666666e-17,4.757833333333333e-18
58685.44,5.67e-17,4.25e-18,6.084e-17,5.024555555555556e-18
58686.42,6.01e-17,7.26e-18,6.112666666666667e-17,5.065222222222221e-18
58690.42,5.93e-17,2.43e-18,6.151166666666666e-17,5.211111111111112e-18
58693.48,6.2e-17,1.49e-18,6.199833333333332e-17,5.2282222222222215e-18
58696.46,6.69e-17,1.28e-18,6.207166666666667e-17,5.340888888888888e-18
58703.44,6.6e-17,1.47e-18,6.244166666666666e-17,5.434888888888889e-18
58709.4,7.33e-17,4.3e-18,6.288666666666667e-17,5.6305555555555555e-18
58712.4,5.45e-17,5.93e-18,6.3285e-17,5.409444444444444e-18
58717.47,6.5e-17,4.37e-18,6.384666666666667e-17,5.123333333333334e-18
58720.39,6.26e-17,2.76e-18,6.397666666666667e-17,5.10188888888889e-18
58726.38,7.15e-17,1.81e-18,6.442e-17,5.055111111111112e-18
58730.42,7.23e-17,1.77e-18,6.4915e-17,4.8710000000000005e-18
58733.4,7.11e-17,1.69e-18,6.539666666666668e-17,4.4601111111111115e-18
