mjd	ab_mag	ab_mag_err	flux_dens	flux_dens_err
58397.38	20.22	0.08	3.99e-17	3.04e-18
58425.34	20.37	0.11	3.47e-17	3.37e-18
58427.33	20.70	nan	2.55e-17	nan
58428.29	20.14	0.07	4.28e-17	2.90e-18
58430.31	20.39	0.09	3.39e-17	2.92e-18
58431.24	20.91	nan	2.11e-17	nan
58434.28	20.28	0.14	3.78e-17	4.86e-18
58436.24	20.06	0.15	4.63e-17	6.50e-18
58437.25	20.52	0.22	3.02e-17	6.00e-18
58440.23	17.32	nan	5.77e-16	nan
58462.26	20.13	nan	4.32e-17	nan
58466.28	18.64	nan	1.71e-16	nan
58469.17	20.11	0.21	4.40e-17	8.47e-18
58474.12	20.31	nan	3.66e-17	nan
58474.12	20.30	nan	3.71e-17	nan
58475.12	20.26	nan	3.83e-17	nan
58481.27	20.96	nan	2.01e-17	nan
58483.16	20.35	0.12	3.53e-17	4.03e-18
58483.16	20.28	0.13	3.76e-17	4.44e-18
58487.17	20.43	0.10	3.28e-17	2.91e-18
58488.16	18.12	nan	2.76e-16	nan
58490.12	20.47	0.16	3.15e-17	4.62e-18
58491.16	20.41	0.13	3.36e-17	4.15e-18
58492.20	18.54	nan	1.88e-16	nan
58493.19	20.36	0.15	3.49e-17	4.92e-18
58493.19	20.29	0.11	3.74e-17	3.74e-18
58495.19	20.35	0.19	3.54e-17	6.08e-18
58503.17	20.40	nan	3.37e-17	nan
58503.17	20.32	nan	3.62e-17	nan
58505.15	20.25	nan	3.87e-17	nan
58507.17	20.28	0.13	3.78e-17	4.48e-18
58507.17	20.55	0.18	2.95e-17	4.77e-18
58509.15	20.39	0.21	3.42e-17	6.67e-18
58510.16	20.33	nan	3.61e-17	nan
58510.16	20.96	nan	2.02e-17	nan
58511.16	20.71	nan	2.53e-17	nan
58514.17	20.20	0.10	4.06e-17	3.92e-18
58514.19	20.29	0.19	3.75e-17	6.57e-18
58534.15	19.68	nan	6.57e-17	nan
58534.15	19.64	nan	6.77e-17	nan
58539.13	20.45	0.20	3.21e-17	6.01e-18
58539.15	20.07	0.18	4.59e-17	7.42e-18
58540.14	20.99	nan	1.97e-17	nan
58679.45	20.01	nan	4.83e-17	nan
58685.49	20.30	nan	3.69e-17	nan
58686.49	20.26	nan	3.83e-17	nan
58686.49	20.33	nan	3.61e-17	nan
58691.48	20.29	0.18	3.72e-17	6.14e-18
58693.45	20.20	0.10	4.06e-17	3.77e-18
58694.48	19.96	0.07	5.08e-17	3.06e-18
58695.44	20.17	0.10	4.16e-17	3.89e-18
58695.45	20.22	0.11	3.99e-17	3.88e-18
58696.45	20.35	0.11	3.55e-17	3.62e-18
58697.49	20.22	0.10	3.97e-17	3.53e-18
58698.46	20.36	0.12	3.50e-17	3.71e-18
58698.46	20.37	0.10	3.47e-17	3.34e-18
58699.47	20.25	0.09	3.89e-17	3.14e-18
58700.49	20.46	0.13	3.21e-17	3.75e-18
58701.46	20.33	0.11	3.62e-17	3.79e-18
58701.46	20.11	0.09	4.39e-17	3.67e-18
58703.49	20.37	0.14	3.47e-17	4.34e-18
58704.46	20.39	0.13	3.40e-17	3.97e-18
58704.46	20.24	0.11	3.93e-17	4.04e-18
58705.50	20.23	0.11	3.96e-17	4.10e-18
58706.47	20.31	0.11	3.67e-17	3.59e-18
58707.44	20.14	0.09	4.31e-17	3.61e-18
58707.44	20.35	0.10	3.54e-17	3.31e-18
58708.48	20.48	0.10	3.12e-17	2.99e-18
58711.49	19.79	0.22	5.92e-17	1.18e-17
58711.49	20.49	nan	3.11e-17	nan
58712.48	20.49	nan	3.11e-17	nan
58714.48	20.65	nan	2.69e-17	nan
58714.49	20.60	nan	2.80e-17	nan
58722.44	20.27	0.09	3.82e-17	3.22e-18
58725.46	20.28	0.09	3.77e-17	3.16e-18
58732.42	20.39	0.10	3.40e-17	3.03e-18
58734.48	20.39	0.13	3.40e-17	4.09e-18
58734.50	20.21	0.10	4.01e-17	3.80e-18
58735.44	20.23	0.11	3.96e-17	4.07e-18
58738.46	20.27	0.21	3.79e-17	7.46e-18
58746.44	19.95	0.19	5.11e-17	8.84e-18
58746.46	20.13	0.21	4.32e-17	8.16e-18
58746.46	20.72	nan	2.51e-17	nan
58749.36	20.46	0.16	3.18e-17	4.78e-18
58749.38	20.19	0.11	4.09e-17	3.97e-18
58749.38	20.18	0.09	4.13e-17	3.31e-18
58757.42	20.26	0.12	3.84e-17	4.28e-18
58758.44	20.30	0.14	3.69e-17	4.69e-18
58758.44	20.30	0.12	3.71e-17	4.25e-18
58760.38	20.30	0.12	3.70e-17	4.19e-18
58760.45	20.25	0.17	3.88e-17	5.93e-18
58760.45	20.34	0.17	3.55e-17	5.52e-18
58763.41	20.21	0.11	4.01e-17	4.05e-18
58764.35	20.31	0.14	3.65e-17	4.69e-18
58764.35	20.25	0.12	3.87e-17	4.44e-18
58766.33	20.44	nan	3.24e-17	nan
58766.33	20.35	nan	3.52e-17	nan
58766.42	20.26	0.20	3.84e-17	6.91e-18
58767.36	19.84	nan	5.66e-17	nan
58768.42	20.30	nan	3.70e-17	nan
58768.42	20.32	nan	3.64e-17	nan
58769.48	19.78	nan	5.95e-17	nan
58777.48	20.59	nan	2.84e-17	nan
58781.39	20.36	0.18	3.49e-17	5.70e-18
58784.40	20.52	nan	3.02e-17	nan
58787.36	20.01	0.19	4.84e-17	8.26e-18
58789.35	20.42	0.17	3.32e-17	5.27e-18
58790.29	20.05	0.10	4.67e-17	4.41e-18
58800.23	19.30	nan	9.31e-17	nan
58803.21	19.90	nan	5.37e-17	nan
58806.34	20.37	0.20	3.47e-17	6.45e-18
58811.21	20.56	nan	2.91e-17	nan
58811.21	20.19	0.14	4.09e-17	5.29e-18
58831.25	20.37	nan	3.46e-17	nan
58833.18	20.47	0.19	3.17e-17	5.47e-18
58836.13	20.32	0.14	3.63e-17	4.70e-18
58850.17	20.25	0.18	3.86e-17	6.38e-18
58859.11	20.55	nan	2.93e-17	nan
58862.14	20.19	0.10	4.08e-17	3.86e-18
58863.27	20.06	0.16	4.61e-17	6.96e-18
58871.15	20.15	0.13	4.26e-17	5.28e-18
58871.15	20.39	0.18	3.39e-17	5.64e-18
58874.15	20.58	nan	2.87e-17	nan
58874.17	20.19	0.15	4.11e-17	5.58e-18
58875.16	20.22	0.11	3.97e-17	4.09e-18
58876.15	20.21	0.10	4.01e-17	3.57e-18
58877.17	20.92	nan	2.08e-17	nan
58884.10	19.93	nan	5.22e-17	nan
58884.11	19.84	nan	5.64e-17	nan
58885.12	19.87	0.19	5.49e-17	9.84e-18
58886.16	20.00	nan	4.87e-17	nan
58887.19	20.13	nan	4.32e-17	nan
58887.20	20.09	nan	4.48e-17	nan
58890.22	19.20	nan	1.02e-16	nan
58891.15	20.28	0.17	3.78e-17	5.85e-18
58891.16	20.28	0.17	3.77e-17	5.74e-18
58892.16	20.42	0.18	3.30e-17	5.62e-18
58893.15	20.42	0.17	3.32e-17	5.08e-18
58894.15	20.07	0.12	4.56e-17	5.13e-18
58894.17	20.37	0.18	3.48e-17	5.84e-18
58895.14	20.25	0.18	3.88e-17	6.29e-18
58896.19	20.10	0.17	4.44e-17	6.99e-18
58898.17	20.18	0.17	4.15e-17	6.34e-18
58899.15	20.39	0.18	3.40e-17	5.51e-18
58900.14	20.16	0.18	4.22e-17	7.09e-18
58905.13	20.59	nan	2.83e-17	nan
58913.12	20.32	nan	3.64e-17	nan
59051.49	20.36	nan	3.50e-17	nan
59052.47	20.20	0.10	4.08e-17	3.71e-18
59053.43	20.11	0.10	4.42e-17	4.16e-18
59054.48	20.49	0.14	3.09e-17	3.92e-18
59054.48	20.48	0.14	3.13e-17	3.92e-18
59055.43	20.44	0.15	3.25e-17	4.51e-18
59056.45	20.46	0.14	3.19e-17	4.21e-18
59057.42	20.37	0.15	3.48e-17	4.85e-18
59059.42	20.38	0.14	3.44e-17	4.51e-18
59060.47	20.26	0.09	3.83e-17	3.35e-18
59061.47	20.38	0.13	3.43e-17	4.05e-18
59062.40	20.02	nan	4.79e-17	nan
59062.40	20.09	nan	4.50e-17	nan
59063.44	20.21	nan	4.02e-17	nan
59063.44	20.33	nan	3.61e-17	nan
59064.48	20.41	nan	3.36e-17	nan
59064.50	20.39	nan	3.40e-17	nan
59065.46	20.14	nan	4.30e-17	nan
59066.42	20.18	nan	4.15e-17	nan
59066.42	20.23	nan	3.96e-17	nan
59067.48	20.41	nan	3.34e-17	nan
59068.49	20.71	nan	2.54e-17	nan
59069.38	20.33	nan	3.61e-17	nan
59073.42	20.18	0.19	4.12e-17	7.04e-18
59075.44	20.30	0.14	3.69e-17	4.92e-18
59075.45	20.20	0.12	4.08e-17	4.56e-18
59076.47	20.26	0.11	3.83e-17	3.79e-18
59076.49	20.35	0.12	3.52e-17	3.76e-18
59077.43	20.38	0.12	3.45e-17	3.67e-18
59080.46	20.52	0.15	3.03e-17	4.12e-18
59081.48	20.14	0.11	4.29e-17	4.26e-18
59082.44	20.62	nan	2.76e-17	nan
59082.44	20.31	0.21	3.68e-17	7.00e-18
59082.45	20.04	0.11	4.71e-17	4.69e-18
59082.46	20.35	0.16	3.52e-17	5.21e-18
59084.40	20.38	0.13	3.45e-17	4.07e-18
59084.41	20.20	0.11	4.05e-17	4.13e-18
59084.42	20.38	0.10	3.45e-17	3.11e-18
59084.46	20.45	0.12	3.22e-17	3.60e-18
59085.44	20.23	0.09	3.95e-17	3.36e-18
59086.48	20.46	0.10	3.20e-17	2.97e-18
59086.48	20.43	0.12	3.28e-17	3.53e-18
59087.48	20.45	0.11	3.24e-17	3.38e-18
59087.48	20.28	0.11	3.77e-17	3.67e-18
59089.48	20.73	0.16	2.49e-17	3.74e-18
59090.43	20.42	0.12	3.30e-17	3.55e-18
59091.39	20.82	nan	2.29e-17	nan
59091.40	20.23	0.21	3.93e-17	7.58e-18
59091.40	20.78	nan	2.38e-17	nan
59091.44	12.54	nan	4.69e-14	nan
59091.44	20.24	0.10	3.90e-17	3.74e-18
59092.41	20.62	nan	2.75e-17	nan
59092.41	20.63	nan	2.73e-17	nan
59092.41	20.56	nan	2.91e-17	nan
59093.44	20.41	nan	3.35e-17	nan
59093.46	12.51	nan	4.83e-14	nan
59094.46	20.03	nan	4.75e-17	nan
59094.50	20.16	nan	4.21e-17	nan
59094.50	12.39	nan	5.42e-14	nan
59094.50	12.41	nan	5.30e-14	nan
59095.34	19.60	nan	7.03e-17	nan
59095.34	19.76	nan	6.09e-17	nan
59096.50	20.28	nan	3.78e-17	nan
59102.50	18.90	nan	1.34e-16	nan
59106.52	20.81	nan	2.32e-17	nan
59107.39	20.10	0.12	4.45e-17	4.80e-18
59107.40	12.02	nan	7.60e-14	nan
59107.40	20.21	0.12	4.02e-17	4.44e-18
59110.34	20.27	0.17	3.82e-17	6.04e-18
59110.50	12.31	nan	5.82e-14	nan
59113.42	20.13	0.08	4.34e-17	3.24e-18
59113.42	12.42	nan	5.27e-14	nan
59116.50	20.52	0.13	3.02e-17	3.65e-18
59118.48	20.40	0.09	3.39e-17	2.91e-18
59119.38	20.21	0.14	4.03e-17	5.34e-18
59120.34	20.65	nan	2.68e-17	nan
59120.34	20.74	nan	2.48e-17	nan
59120.34	20.71	nan	2.53e-17	nan
59121.34	20.52	nan	3.03e-17	nan
59121.34	20.50	nan	3.09e-17	nan
59121.34	20.54	nan	2.98e-17	nan
59122.33	20.12	nan	4.35e-17	nan
59122.33	20.10	nan	4.46e-17	nan
59122.33	20.11	nan	4.40e-17	nan
59127.40	12.21	nan	6.35e-14	nan
59128.35	20.14	nan	4.30e-17	nan
59128.35	20.10	nan	4.46e-17	nan
59128.36	19.57	nan	7.26e-17	nan
59129.37	19.93	0.14	5.21e-17	6.67e-18
59129.37	20.29	0.20	3.73e-17	6.80e-18
59130.37	21.08	nan	1.80e-17	nan
59130.39	20.28	0.19	3.78e-17	6.61e-18
59130.39	20.02	0.13	4.79e-17	5.92e-18
59131.37	20.13	0.17	4.34e-17	6.81e-18
59131.37	20.13	0.16	4.32e-17	6.42e-18
59134.38	20.30	0.16	3.70e-17	5.36e-18
59135.29	20.19	0.08	4.09e-17	3.11e-18
59135.29	20.37	0.11	3.47e-17	3.60e-18
59136.35	20.40	0.10	3.37e-17	3.12e-18
59136.35	20.33	0.09	3.59e-17	2.90e-18
59136.38	20.25	0.09	3.88e-17	3.21e-18
59137.41	20.54	0.12	2.97e-17	3.40e-18
59137.41	20.40	0.12	3.38e-17	3.88e-18
59138.37	20.25	0.11	3.88e-17	3.80e-18
59140.40	20.49	0.14	3.11e-17	3.94e-18
59142.40	20.29	0.09	3.74e-17	3.06e-18
59143.36	20.36	0.09	3.52e-17	2.89e-18
59144.38	20.32	0.08	3.63e-17	2.61e-18
59144.38	20.31	0.06	3.65e-17	2.05e-18
59145.29	20.21	0.08	4.01e-17	2.90e-18
59146.37	20.08	nan	4.55e-17	nan
59146.37	19.72	nan	6.33e-17	nan
59149.41	20.06	0.20	4.63e-17	8.62e-18
59150.38	20.46	nan	3.18e-17	nan
59150.38	20.52	nan	3.02e-17	nan
59151.25	20.40	nan	3.38e-17	nan
59155.22	20.23	nan	3.93e-17	nan
59155.22	20.11	nan	4.40e-17	nan
59157.37	20.68	nan	2.61e-17	nan
59157.37	20.74	nan	2.48e-17	nan
59158.28	20.87	nan	2.19e-17	nan
59164.34	20.32	0.12	3.64e-17	4.03e-18
59164.34	20.25	0.12	3.86e-17	4.34e-18
59165.30	20.15	0.09	4.25e-17	3.41e-18
59166.38	20.42	0.13	3.32e-17	3.89e-18
59166.39	20.25	0.11	3.87e-17	4.08e-18
59167.36	20.32	0.17	3.64e-17	5.81e-18
59168.21	20.17	0.09	4.17e-17	3.51e-18
59168.21	20.35	0.13	3.53e-17	4.12e-18
59169.32	20.33	0.13	3.59e-17	4.23e-18
59170.23	20.34	0.10	3.57e-17	3.45e-18
59170.23	20.17	0.09	4.18e-17	3.45e-18
59171.27	20.10	0.08	4.43e-17	3.29e-18
59172.24	20.37	0.11	3.46e-17	3.61e-18
59176.35	20.48	0.14	3.15e-17	3.94e-18
59178.18	20.09	0.19	4.51e-17	7.85e-18
59183.21	19.59	nan	7.13e-17	nan
59184.17	20.20	nan	4.05e-17	nan
59184.23	20.30	nan	3.71e-17	nan
59185.18	20.46	nan	3.19e-17	nan
59185.21	19.80	0.19	5.87e-17	1.05e-17
59185.30	20.46	nan	3.19e-17	nan
59187.14	20.34	0.16	3.58e-17	5.12e-18
59187.14	20.57	0.21	2.88e-17	5.46e-18
59187.37	20.13	nan	4.35e-17	nan
59188.35	20.66	nan	2.66e-17	nan
59188.41	20.08	nan	4.55e-17	nan
59189.16	20.00	0.14	4.88e-17	6.34e-18
59189.16	20.15	0.15	4.23e-17	5.89e-18
59189.31	20.06	0.14	4.61e-17	5.87e-18
59193.19	20.84	nan	2.25e-17	nan
59193.20	20.88	nan	2.18e-17	nan
59193.32	20.22	0.11	3.99e-17	4.10e-18
59194.19	20.18	0.13	4.14e-17	5.01e-18
59194.25	20.19	0.11	4.09e-17	4.09e-18
59195.19	20.22	0.11	3.97e-17	3.93e-18
59195.24	20.12	0.10	4.36e-17	4.02e-18
59195.29	18.81	nan	1.46e-16	nan
59198.19	20.19	0.13	4.11e-17	5.06e-18
59199.28	20.36	0.16	3.50e-17	5.31e-18
59202.23	20.25	0.16	3.86e-17	5.82e-18
59204.25	20.06	0.17	4.64e-17	7.22e-18
59206.33	17.15	nan	6.74e-16	nan
59210.21	20.29	nan	3.75e-17	nan
59216.19	20.63	nan	2.73e-17	nan
59218.20	20.30	0.13	3.71e-17	4.41e-18
59220.19	20.64	0.15	2.70e-17	3.65e-18
59222.17	19.49	nan	7.81e-17	nan
59224.19	21.01	nan	1.93e-17	nan
59227.18	20.30	0.17	3.71e-17	5.86e-18
59231.13	20.19	0.17	4.11e-17	6.26e-18
59231.13	20.99	nan	1.96e-17	nan
59232.21	20.28	0.11	3.79e-17	3.83e-18
59233.15	20.17	0.13	4.16e-17	4.99e-18
59233.15	20.42	0.17	3.31e-17	5.06e-18
59249.12	18.89	nan	1.35e-16	nan
59253.19	20.06	0.13	4.64e-17	5.49e-18
59255.20	20.60	nan	2.80e-17	nan
59257.15	20.13	0.11	4.33e-17	4.56e-18
59260.13	20.21	0.21	4.01e-17	7.72e-18
59265.15	20.70	nan	2.57e-17	nan
59269.18	20.23	nan	3.93e-17	nan
59271.17	19.76	nan	6.09e-17	nan
59418.45	19.02	nan	1.20e-16	nan
59422.46	20.41	nan	3.36e-17	nan
59424.46	20.44	nan	3.25e-17	nan
59428.44	20.24	0.16	3.92e-17	5.95e-18
59430.47	20.22	0.12	3.98e-17	4.41e-18
59435.43	20.08	0.10	4.53e-17	4.26e-18
59438.44	20.29	0.14	3.73e-17	4.95e-18
59442.47	20.15	0.10	4.25e-17	3.98e-18
59449.44	19.65	nan	6.71e-17	nan
59449.44	19.63	nan	6.85e-17	nan
59450.44	19.72	nan	6.34e-17	nan
59452.34	20.01	nan	4.84e-17	nan
59452.35	19.96	nan	5.04e-17	nan
59459.42	20.23	0.10	3.93e-17	3.56e-18
59459.43	20.38	0.10	3.44e-17	3.26e-18
59460.42	20.27	0.09	3.80e-17	2.98e-18
59461.43	20.25	0.10	3.87e-17	3.46e-18
59461.43	20.31	0.10	3.68e-17	3.23e-18
59462.47	20.11	0.10	4.41e-17	3.93e-18
59463.43	20.21	0.10	4.03e-17	3.55e-18
59463.44	20.02	0.08	4.77e-17	3.33e-18
59464.46	20.24	0.09	3.92e-17	3.37e-18
59465.42	20.10	0.11	4.46e-17	4.49e-18
59467.46	20.12	0.09	4.36e-17	3.58e-18
59469.43	20.16	0.09	4.23e-17	3.44e-18
59471.40	20.22	0.13	3.98e-17	4.81e-18
59474.38	20.25	0.18	3.89e-17	6.62e-18
59475.46	20.17	0.12	4.17e-17	4.55e-18
59476.50	20.01	0.12	4.85e-17	5.31e-18
59477.35	20.41	nan	3.33e-17	nan
59478.41	20.09	nan	4.49e-17	nan
59478.41	20.16	nan	4.20e-17	nan
59479.35	19.91	nan	5.32e-17	nan
59484.40	20.18	0.21	4.15e-17	7.92e-18
59484.40	20.95	nan	2.04e-17	nan
59485.34	18.53	nan	1.89e-16	nan
59487.41	20.03	0.12	4.77e-17	5.19e-18
59488.39	20.30	0.11	3.71e-17	3.88e-18
59488.39	20.22	0.10	3.99e-17	3.74e-18
59489.36	20.19	0.10	4.11e-17	3.95e-18
59494.36	20.42	nan	3.33e-17	nan
59498.41	20.16	0.10	4.23e-17	3.89e-18
59502.42	20.21	0.16	4.03e-17	6.08e-18
59503.35	19.98	0.17	4.97e-17	7.99e-18
59504.43	20.11	0.16	4.39e-17	6.50e-18
59505.22	20.29	nan	3.75e-17	nan
59505.22	20.19	nan	4.11e-17	nan
59511.36	20.11	nan	4.43e-17	nan
59511.37	20.42	nan	3.31e-17	nan
59512.38	19.93	0.13	5.21e-17	6.28e-18
59517.26	20.17	0.09	4.17e-17	3.64e-18
59517.26	20.17	0.08	4.19e-17	3.19e-18
59518.34	20.18	0.08	4.12e-17	3.07e-18
59520.36	20.03	0.09	4.74e-17	3.72e-18
59521.30	20.20	0.08	4.07e-17	3.01e-18
59521.30	20.24	0.08	3.92e-17	2.71e-18
59522.36	20.12	0.08	4.38e-17	3.27e-18
59523.32	20.29	0.09	3.74e-17	3.05e-18
59523.32	20.18	0.09	4.12e-17	3.22e-18
59524.33	20.21	0.07	4.01e-17	2.75e-18
59525.23	20.26	0.12	3.85e-17	4.11e-18
59525.23	20.44	0.12	3.25e-17	3.68e-18
59526.33	20.31	0.09	3.68e-17	2.98e-18
59527.23	20.08	0.13	4.53e-17	5.63e-18
59527.24	20.20	0.15	4.05e-17	5.70e-18
59529.32	20.17	0.10	4.17e-17	3.96e-18
59530.30	20.29	0.22	3.75e-17	7.48e-18
59530.30	19.91	0.14	5.29e-17	6.82e-18
59531.36	20.28	0.14	3.76e-17	4.80e-18
59532.26	19.95	0.17	5.13e-17	8.19e-18
59532.26	20.11	0.20	4.39e-17	7.99e-18
59538.22	20.27	nan	3.82e-17	nan
59538.22	20.28	nan	3.77e-17	nan
59540.36	20.37	nan	3.48e-17	nan
59542.28	19.88	0.17	5.45e-17	8.39e-18
59542.28	20.68	nan	2.61e-17	nan
59550.23	20.30	0.10	3.70e-17	3.36e-18
59622.13	20.56	nan	2.91e-17	nan
59624.13	19.88	0.18	5.44e-17	9.09e-18
59627.17	19.91	nan	5.32e-17	nan
59629.20	19.45	nan	8.08e-17	nan
59638.14	18.34	nan	2.26e-16	nan
59793.46	20.23	0.10	3.94e-17	3.81e-18
59795.43	20.22	nan	4.00e-17	nan
59798.43	20.02	0.12	4.80e-17	5.34e-18
59801.40	20.53	nan	3.01e-17	nan
59810.40	20.47	nan	3.15e-17	nan
59815.44	20.16	0.09	4.23e-17	3.45e-18
59819.44	20.16	0.08	4.23e-17	3.02e-18
59822.44	19.97	0.09	5.02e-17	3.98e-18
59824.44	20.02	0.08	4.80e-17	3.33e-18
59829.49	19.93	0.07	5.20e-17	3.33e-18
59840.41	19.93	0.08	5.19e-17	3.94e-18
59840.49	20.09	0.08	4.49e-17	3.37e-18
59842.44	20.12	0.09	4.38e-17	3.76e-18
59844.45	20.04	0.08	4.70e-17	3.65e-18
59847.38	20.08	0.09	4.55e-17	3.69e-18
59849.44	20.09	0.09	4.48e-17	3.59e-18
59851.46	20.08	0.09	4.55e-17	3.62e-18
59856.33	20.32	0.12	3.64e-17	3.99e-18
59858.44	20.26	0.08	3.83e-17	2.71e-18
59860.47	20.47	nan	3.15e-17	nan
59865.40	20.43	nan	3.28e-17	nan
59867.29	20.53	nan	2.98e-17	nan
59870.34	20.14	0.11	4.27e-17	4.34e-18
59872.34	20.15	0.12	4.24e-17	4.50e-18
59874.39	20.26	0.07	3.86e-17	2.62e-18
59877.40	20.19	0.11	4.09e-17	4.00e-18
59879.32	20.04	0.09	4.72e-17	4.06e-18
59881.38	20.45	0.12	3.23e-17	3.65e-18
59883.24	20.12	0.11	4.37e-17	4.62e-18
59888.24	18.97	nan	1.26e-16	nan
59894.38	20.09	nan	4.48e-17	nan
59896.24	20.85	nan	2.23e-17	nan
59898.22	20.29	0.11	3.75e-17	3.94e-18
59902.30	20.21	0.20	4.00e-17	7.35e-18
59904.28	20.50	0.19	3.07e-17	5.37e-18
59906.21	20.31	0.11	3.65e-17	3.76e-18
59909.28	20.30	0.12	3.69e-17	4.14e-18
59922.21	20.46	nan	3.19e-17	nan
59928.26	20.79	nan	2.36e-17	nan
59934.17	20.35	0.13	3.52e-17	4.14e-18
59936.19	20.62	nan	2.77e-17	nan
59953.12	20.61	nan	2.78e-17	nan
59957.15	20.44	nan	3.24e-17	nan
59967.17	20.49	nan	3.11e-17	nan
59969.19	20.82	nan	2.29e-17	nan
59969.19	12.49	nan	4.92e-14	nan
59978.14	20.38	nan	3.43e-17	nan
59980.13	20.44	nan	3.24e-17	nan
59982.11	20.11	0.21	4.43e-17	8.64e-18
59984.13	20.18	0.19	4.12e-17	7.10e-18
59991.20	20.14	nan	4.30e-17	nan
60153.43	20.16	0.13	4.21e-17	5.18e-18
60157.47	20.27	nan	3.82e-17	nan
60160.40	20.11	nan	4.41e-17	nan
60165.47	20.37	nan	3.47e-17	nan
60169.48	19.86	0.07	5.53e-17	3.57e-18
60173.48	19.93	0.08	5.20e-17	3.75e-18
60182.43	20.17	0.10	4.18e-17	4.00e-18
60185.46	20.23	0.16	3.96e-17	5.70e-18
60187.46	20.26	nan	3.84e-17	nan
60195.40	20.20	0.15	4.04e-17	5.53e-18
60198.38	20.07	0.09	4.57e-17	3.82e-18
60201.47	20.16	0.07	4.23e-17	2.72e-18
60203.42	20.14	0.08	4.27e-17	3.13e-18
60205.34	20.14	0.08	4.30e-17	3.06e-18
60207.44	20.29	0.08	3.75e-17	2.64e-18
60211.40	20.21	0.08	4.04e-17	3.03e-18
60215.50	19.68	0.18	6.58e-17	1.09e-17
60221.40	20.36	nan	3.50e-17	nan
60223.31	19.98	0.12	4.98e-17	5.51e-18
60228.40	19.99	0.08	4.94e-17	3.45e-18
60231.42	19.73	0.07	6.23e-17	4.27e-18
60233.38	19.70	0.06	6.40e-17	3.77e-18
60235.41	19.60	0.06	7.06e-17	3.62e-18
60237.42	19.60	0.06	7.06e-17	3.96e-18
60239.45	19.61	0.06	6.98e-17	3.77e-18
60244.36	19.56	0.20	7.30e-17	1.33e-17
60247.24	19.18	nan	1.03e-16	nan
