mjd	ab_mag	ab_mag_err	flux_dens	flux_dens_err
59107.42	19.75	0.09	3.42e-17	2.84e-18
59110.44	19.81	0.11	3.23e-17	3.32e-18
59110.46	11.52	nan	6.70e-14	nan
59110.47	19.74	0.07	3.44e-17	2.27e-18
59112.42	19.59	0.05	3.95e-17	1.78e-18
59112.42	12.44	nan	2.87e-14	nan
59113.42	12.36	nan	3.07e-14	nan
59113.42	19.56	0.06	4.07e-17	2.33e-18
59115.35	19.62	0.06	3.86e-17	2.03e-18
59116.38	19.58	0.05	4.00e-17	1.83e-18
59116.40	19.66	0.06	3.70e-17	2.17e-18
59118.31	19.51	0.07	4.25e-17	2.80e-18
59118.43	19.62	0.05	3.86e-17	1.62e-18
59118.43	19.58	0.05	3.99e-17	1.89e-18
59118.43	19.66	0.05	3.71e-17	1.66e-18
59118.43	19.60	0.05	3.93e-17	1.91e-18
59118.43	19.59	0.05	3.93e-17	1.76e-18
59123.35	19.56	0.21	4.07e-17	7.91e-18
59124.38	20.10	nan	2.47e-17	nan
59127.39	12.20	nan	3.58e-14	nan
59128.40	19.84	nan	3.13e-17	nan
59130.42	19.66	0.09	3.71e-17	2.96e-18
59134.42	19.58	0.07	3.98e-17	2.75e-18
59136.32	19.62	0.05	3.86e-17	1.90e-18
59138.35	19.75	0.08	3.40e-17	2.49e-18
59140.36	19.71	0.07	3.52e-17	2.25e-18
59142.37	19.62	0.05	3.83e-17	1.93e-18
59143.32	19.71	0.05	3.55e-17	1.70e-18
59144.41	19.69	0.05	3.59e-17	1.59e-18
59144.41	19.69	0.05	3.60e-17	1.63e-18
59145.34	19.67	0.04	3.68e-17	1.47e-18
59146.38	18.46	nan	1.12e-16	nan
59149.35	19.54	0.13	4.12e-17	4.87e-18
59150.30	19.64	0.14	3.76e-17	4.83e-18
59150.30	19.77	0.13	3.34e-17	4.00e-18
59151.35	19.53	0.17	4.19e-17	6.75e-18
59155.25	19.54	0.15	4.14e-17	5.81e-18
59155.25	19.63	0.18	3.82e-17	6.44e-18
59157.43	20.31	nan	2.03e-17	nan
59157.44	20.31	nan	2.03e-17	nan
59158.34	19.68	0.15	3.65e-17	5.01e-18
59164.31	19.44	0.08	4.53e-17	3.19e-18
59164.31	19.56	0.09	4.06e-17	3.44e-18
59165.32	19.72	0.05	3.50e-17	1.62e-18
59166.31	19.70	0.06	3.58e-17	1.94e-18
59166.31	19.62	0.06	3.84e-17	2.01e-18
59167.32	19.67	0.08	3.67e-17	2.74e-18
59168.29	19.70	0.08	3.56e-17	2.71e-18
59168.29	19.55	0.06	4.10e-17	2.10e-18
59169.28	19.67	0.07	3.68e-17	2.28e-18
59170.26	19.76	0.08	3.38e-17	2.47e-18
59170.27	19.77	0.08	3.35e-17	2.53e-18
59171.23	19.76	0.07	3.37e-17	2.13e-18
59176.33	19.75	0.11	3.40e-17	3.46e-18
59178.27	19.71	0.13	3.54e-17	4.08e-18
59183.11	20.03	nan	2.64e-17	nan
59184.26	19.70	0.17	3.57e-17	5.46e-18
59184.30	19.66	0.17	3.71e-17	5.90e-18
59185.17	19.61	0.15	3.89e-17	5.46e-18
59185.23	19.68	0.15	3.64e-17	5.02e-18
59185.38	19.62	0.18	3.85e-17	6.39e-18
59186.24	19.40	0.18	4.70e-17	7.77e-18
59186.29	19.84	nan	3.13e-17	nan
59187.19	19.57	0.11	4.01e-17	4.17e-18
59187.25	19.53	0.11	4.17e-17	4.38e-18
59187.41	19.53	nan	4.18e-17	nan
59188.25	19.77	0.15	3.35e-17	4.51e-18
59188.31	19.68	0.10	3.62e-17	3.21e-18
59189.21	19.63	0.07	3.81e-17	2.47e-18
59189.22	19.64	0.06	3.78e-17	2.09e-18
59189.26	19.59	0.06	3.96e-17	2.21e-18
59190.19	19.66	0.06	3.70e-17	2.14e-18
59192.17	19.90	0.19	2.97e-17	5.22e-18
59193.21	19.72	0.10	3.52e-17	3.32e-18
59193.24	19.61	0.07	3.88e-17	2.51e-18
59193.26	19.82	0.07	3.19e-17	1.93e-18
59194.16	19.78	0.08	3.30e-17	2.52e-18
59194.37	19.73	nan	3.47e-17	nan
59195.19	19.69	0.07	3.60e-17	2.18e-18
59195.22	19.59	0.06	3.96e-17	2.19e-18
59195.26	19.66	0.08	3.70e-17	2.70e-18
59196.28	19.67	0.14	3.66e-17	4.65e-18
59197.23	19.61	0.13	3.86e-17	4.68e-18
59197.24	19.55	0.15	4.10e-17	5.65e-18
59199.21	19.57	0.08	4.01e-17	2.92e-18
59202.26	19.72	0.12	3.52e-17	3.85e-18
59204.20	19.67	0.10	3.66e-17	3.38e-18
59206.24	18.86	nan	7.74e-17	nan
59210.30	19.62	0.19	3.85e-17	6.68e-18
59216.21	19.75	0.16	3.41e-17	4.99e-18
59218.18	19.90	0.10	2.97e-17	2.75e-18
59220.23	19.73	0.09	3.46e-17	3.03e-18
59222.21	19.77	0.08	3.34e-17	2.61e-18
59224.22	19.80	0.14	3.24e-17	4.07e-18
59227.17	19.70	0.09	3.58e-17	3.03e-18
59229.13	19.69	0.10	3.61e-17	3.48e-18
59230.13	19.63	0.08	3.80e-17	2.89e-18
59231.18	19.57	0.09	4.02e-17	3.18e-18
59231.18	19.91	0.13	2.94e-17	3.64e-18
59232.15	19.75	0.06	3.40e-17	1.99e-18
59233.23	20.03	0.16	2.64e-17	3.89e-18
59233.23	19.78	0.15	3.30e-17	4.52e-18
59249.19	19.46	0.11	4.45e-17	4.62e-18
59251.19	19.75	0.12	3.40e-17	3.83e-18
59253.15	19.69	0.10	3.60e-17	3.21e-18
59257.13	19.65	0.08	3.73e-17	2.80e-18
59260.17	19.44	0.18	4.52e-17	7.33e-18
59265.13	19.68	0.11	3.62e-17	3.73e-18
59267.14	20.27	nan	2.11e-17	nan
59271.14	19.70	0.19	3.58e-17	6.37e-18
59292.12	20.07	nan	2.55e-17	nan
59292.12	20.08	nan	2.52e-17	nan
59292.12	20.21	nan	2.24e-17	nan
59292.13	20.10	nan	2.48e-17	nan
59292.13	20.16	nan	2.33e-17	nan
59293.12	19.87	nan	3.04e-17	nan
59293.12	19.83	nan	3.16e-17	nan
59293.12	19.36	0.18	4.88e-17	8.26e-18
59293.13	19.96	nan	2.80e-17	nan
59293.13	19.97	nan	2.78e-17	nan
59294.12	19.37	nan	4.84e-17	nan
59294.12	19.57	nan	4.03e-17	nan
59294.13	19.63	nan	3.83e-17	nan
59294.13	19.80	nan	3.25e-17	nan
59294.13	19.42	nan	4.63e-17	nan
59422.42	19.50	0.15	4.30e-17	6.13e-18
59424.40	20.08	nan	2.52e-17	nan
59435.47	19.55	0.05	4.09e-17	2.04e-18
59438.48	19.49	0.06	4.35e-17	2.21e-18
59442.44	19.61	0.07	3.88e-17	2.36e-18
59444.47	19.58	0.06	3.98e-17	2.16e-18
59449.39	19.71	nan	3.55e-17	nan
59449.39	19.78	nan	3.33e-17	nan
59450.39	19.54	nan	4.15e-17	nan
59452.40	19.59	0.20	3.96e-17	7.17e-18
59459.48	19.51	0.04	4.27e-17	1.64e-18
59459.48	19.65	0.04	3.74e-17	1.42e-18
59460.48	19.50	0.05	4.28e-17	2.11e-18
59461.47	19.58	0.05	4.00e-17	1.73e-18
59461.47	19.60	0.05	3.93e-17	1.71e-18
59462.41	19.56	0.05	4.06e-17	1.79e-18
59463.40	19.53	0.05	4.17e-17	2.02e-18
59463.40	19.59	0.06	3.94e-17	2.27e-18
59464.41	19.70	0.05	3.56e-17	1.71e-18
59465.47	19.51	0.06	4.24e-17	2.44e-18
59467.41	19.57	0.05	4.01e-17	1.80e-18
59469.40	19.51	0.05	4.27e-17	1.88e-18
59471.44	19.53	0.06	4.16e-17	2.39e-18
59474.30	19.61	0.13	3.87e-17	4.68e-18
59474.31	19.64	0.14	3.78e-17	4.85e-18
59476.44	19.63	0.12	3.80e-17	4.11e-18
59476.44	19.66	0.11	3.69e-17	3.89e-18
59477.42	19.45	0.10	4.50e-17	4.25e-18
59478.29	20.04	nan	2.61e-17	nan
59478.29	19.93	nan	2.88e-17	nan
59479.40	19.82	0.21	3.21e-17	6.22e-18
59484.34	19.54	0.09	4.14e-17	3.29e-18
59484.34	19.75	0.10	3.40e-17	3.03e-18
59485.42	19.05	nan	6.47e-17	nan
59486.30	19.58	0.12	4.00e-17	4.35e-18
59486.31	19.66	0.12	3.72e-17	4.01e-18
59487.34	19.62	0.08	3.83e-17	2.73e-18
59488.34	19.56	0.06	4.05e-17	2.31e-18
59488.35	19.61	0.07	3.88e-17	2.56e-18
59489.42	19.63	0.06	3.80e-17	1.98e-18
59494.28	19.53	0.09	4.18e-17	3.32e-18
59501.39	19.57	0.05	4.04e-17	1.74e-18
59503.36	19.75	0.12	3.40e-17	3.69e-18
59503.36	19.71	0.10	3.54e-17	3.31e-18
59504.34	19.76	0.13	3.39e-17	3.96e-18
59505.36	19.57	0.17	4.02e-17	6.31e-18
59505.36	19.61	0.18	3.87e-17	6.41e-18
59511.28	19.54	nan	4.14e-17	nan
59512.32	19.61	0.09	3.86e-17	3.12e-18
59517.34	19.65	0.05	3.73e-17	1.59e-18
59517.35	19.61	0.06	3.86e-17	1.98e-18
59518.32	19.65	0.04	3.75e-17	1.27e-18
59520.26	19.53	0.05	4.17e-17	1.99e-18
59521.28	19.69	0.06	3.60e-17	1.83e-18
59521.28	19.58	0.05	3.98e-17	1.66e-18
59522.35	19.55	0.04	4.09e-17	1.56e-18
59523.26	19.69	0.05	3.60e-17	1.82e-18
59523.27	19.58	0.04	4.00e-17	1.64e-18
59524.28	19.63	0.05	3.80e-17	1.68e-18
59525.30	19.60	0.05	3.93e-17	1.84e-18
59525.30	19.58	0.05	3.99e-17	1.76e-18
59526.26	19.63	0.05	3.82e-17	1.74e-18
59527.29	19.57	0.10	4.02e-17	3.72e-18
59527.29	19.54	0.09	4.15e-17	3.47e-18
59529.35	19.54	0.07	4.15e-17	2.74e-18
59530.34	19.64	0.07	3.78e-17	2.49e-18
59530.34	19.58	0.06	3.98e-17	2.38e-18
59531.27	19.47	0.15	4.40e-17	5.89e-18
59532.35	19.70	0.12	3.59e-17	4.08e-18
59532.35	19.83	0.15	3.17e-17	4.48e-18
59538.29	19.75	0.17	3.40e-17	5.30e-18
59540.32	19.47	0.19	4.43e-17	7.71e-18
59542.20	19.58	0.08	3.99e-17	2.85e-18
59542.20	19.69	0.09	3.61e-17	3.05e-18
59550.15	19.53	0.06	4.17e-17	2.34e-18
59631.14	19.11	nan	6.17e-17	nan
59793.40	19.58	0.10	4.00e-17	3.53e-18
59795.45	19.60	0.17	3.91e-17	6.00e-18
59798.48	19.40	0.08	4.72e-17	3.63e-18
59801.48	19.56	0.05	4.07e-17	1.87e-18
59804.40	19.83	nan	3.16e-17	nan
59810.47	19.53	0.10	4.19e-17	3.78e-18
59813.44	19.61	0.12	3.89e-17	4.32e-18
59815.47	19.52	0.05	4.22e-17	1.83e-18
59819.48	19.53	0.06	4.17e-17	2.24e-18
59822.48	19.54	0.05	4.14e-17	1.78e-18
59824.47	19.49	0.04	4.32e-17	1.70e-18
59826.44	19.50	0.05	4.31e-17	2.07e-18
59844.40	19.52	0.05	4.20e-17	1.87e-18
59847.42	19.62	0.06	3.85e-17	2.10e-18
