mjd	ab_mag	ab_mag_err	flux_dens	flux_dens_err
59183.09	18.25	0.06	1.36e-16	8.08e-18
59185.13	18.36	0.05	1.23e-16	5.48e-18
59187.15	18.35	0.04	1.24e-16	4.09e-18
59189.20	18.30	0.02	1.30e-16	2.70e-18
59194.25	18.29	0.05	1.30e-16	6.26e-18
59194.25	18.31	0.07	1.29e-16	7.75e-18
59195.11	18.35	0.03	1.24e-16	3.17e-18
59197.15	18.40	0.14	1.18e-16	1.57e-17
59197.15	18.13	0.16	1.51e-16	2.29e-17
59198.11	18.37	0.03	1.22e-16	2.85e-18
59200.12	18.37	0.04	1.21e-16	4.12e-18
59202.11	18.36	0.03	1.23e-16	3.42e-18
59210.11	18.29	0.05	1.30e-16	6.47e-18
59215.08	18.22	0.04	1.40e-16	4.90e-18
59219.13	18.28	0.03	1.32e-16	3.44e-18
59221.11	17.64	nan	2.38e-16	nan
59227.13	18.32	0.04	1.27e-16	4.63e-18
59229.11	18.23	0.04	1.39e-16	5.14e-18
59248.10	18.31	0.06	1.29e-16	7.38e-18
59248.10	18.32	0.05	1.28e-16	5.76e-18
59248.10	18.18	0.04	1.44e-16	5.32e-18
59248.11	18.28	0.04	1.32e-16	5.09e-18
59248.11	18.27	0.04	1.33e-16	5.34e-18
59249.10	18.28	nan	1.32e-16	nan
59249.10	18.49	nan	1.08e-16	nan
59249.10	16.46	nan	7.07e-16	nan
59250.10	18.46	0.12	1.12e-16	1.28e-17
59250.10	18.29	0.09	1.31e-16	1.02e-17
59250.10	18.30	0.08	1.30e-16	9.20e-18
59250.11	18.25	0.07	1.36e-16	8.84e-18
59250.11	18.35	0.07	1.24e-16	7.84e-18
59251.10	18.27	0.09	1.33e-16	1.13e-17
59251.10	18.23	0.07	1.39e-16	9.59e-18
59251.10	18.36	0.07	1.22e-16	8.26e-18
59251.11	18.31	0.07	1.29e-16	7.97e-18
59251.11	18.24	0.06	1.36e-16	7.28e-18
59376.45	18.39	0.03	1.19e-16	3.34e-18
59382.46	18.28	0.02	1.32e-16	2.26e-18
59390.38	18.15	0.05	1.49e-16	7.39e-18
59392.43	18.16	0.07	1.48e-16	9.10e-18
59397.40	18.20	0.03	1.42e-16	3.40e-18
59400.45	18.47	0.02	1.10e-16	1.88e-18
59404.44	18.49	0.02	1.09e-16	2.13e-18
59406.46	18.49	0.03	1.08e-16	2.76e-18
59409.46	18.45	0.01	1.13e-16	8.24e-19
59411.46	18.54	0.02	1.04e-16	1.46e-18
59416.41	18.56	0.04	1.02e-16	3.59e-18
59418.40	18.63	0.10	9.60e-17	8.88e-18
59425.46	18.35	0.09	1.24e-16	9.90e-18
59426.42	18.52	0.03	1.05e-16	3.13e-18
59427.42	18.46	0.02	1.12e-16	1.85e-18
59428.46	18.51	0.02	1.07e-16	1.55e-18
59428.46	18.51	0.01	1.07e-16	1.14e-18
59429.41	18.44	0.01	1.14e-16	7.63e-19
59430.36	18.52	0.01	1.06e-16	1.31e-18
59434.37	18.49	0.00	1.09e-16	1.78e-19
59439.38	18.53	0.03	1.05e-16	2.51e-18
59448.30	18.48	0.11	1.10e-16	1.10e-17
59448.30	18.40	0.10	1.18e-16	1.05e-17
59452.38	18.67	0.13	9.22e-17	1.08e-17
59452.38	18.66	0.10	9.27e-17	8.68e-18
59453.34	18.52	0.03	1.06e-16	2.86e-18
59454.34	18.52	0.02	1.05e-16	2.15e-18
59454.34	18.62	0.03	9.69e-17	2.41e-18
59458.34	18.60	0.01	9.80e-17	6.08e-19
59458.34	18.65	0.01	9.38e-17	5.88e-19
59459.36	18.57	0.01	1.01e-16	1.02e-18
59460.35	18.54	0.03	1.04e-16	2.58e-18
59460.35	18.52	0.02	1.06e-16	1.74e-18
59461.36	18.56	0.01	1.02e-16	1.14e-18
59462.38	18.59	0.01	9.93e-17	5.83e-19
59462.39	18.60	0.00	9.87e-17	1.33e-19
59463.32	18.55	0.01	1.03e-16	1.16e-18
59464.39	18.55	0.02	1.03e-16	1.47e-18
59464.39	18.52	0.02	1.05e-16	1.53e-18
59466.36	18.52	0.01	1.06e-16	8.62e-19
59468.34	18.61	0.01	9.73e-17	9.14e-19
59470.41	18.52	0.02	1.06e-16	1.49e-18
59472.36	18.53	0.02	1.05e-16	1.45e-18
59474.31	18.57	0.04	1.01e-16	3.89e-18
59474.31	18.55	0.05	1.03e-16	4.34e-18
59479.26	18.57	0.08	1.01e-16	7.87e-18
59479.26	18.52	0.09	1.06e-16	9.05e-18
59480.28	18.57	0.06	1.01e-16	5.93e-18
59484.27	18.42	0.02	1.16e-16	1.63e-18
59484.27	18.48	0.02	1.09e-16	2.05e-18
59485.37	18.76	nan	8.51e-17	nan
59486.29	18.50	0.03	1.08e-16	2.70e-18
59487.32	18.58	0.03	9.98e-17	2.67e-18
59488.31	18.56	0.02	1.02e-16	1.45e-18
59489.28	18.61	0.02	9.71e-17	1.41e-18
59491.23	18.55	0.03	1.03e-16	2.57e-18
59497.30	18.56	0.02	1.02e-16	2.33e-18
59502.25	18.55	0.05	1.03e-16	4.29e-18
59502.25	18.56	0.05	1.02e-16	4.24e-18
59503.25	18.44	0.06	1.14e-16	6.56e-18
59509.25	18.51	0.05	1.07e-16	4.76e-18
59509.25	18.65	0.05	9.35e-17	3.97e-18
59512.16	18.61	0.01	9.79e-17	1.19e-18
59512.27	18.62	0.03	9.63e-17	2.46e-18
59520.21	18.55	0.05	1.03e-16	4.97e-18
59522.19	18.54	0.02	1.04e-16	1.68e-18
59524.21	18.55	0.00	1.03e-16	3.05e-19
59526.17	18.49	0.01	1.09e-16	1.04e-18
59530.21	18.55	0.04	1.03e-16	3.63e-18
59537.30	18.49	0.08	1.09e-16	7.91e-18
59537.30	18.44	0.07	1.14e-16	7.36e-18
59538.25	18.57	0.05	1.01e-16	4.55e-18
59540.17	18.57	0.05	1.01e-16	4.82e-18
59540.18	18.56	0.05	1.02e-16	4.72e-18
59543.13	18.51	0.04	1.07e-16	4.05e-18
59543.13	18.44	0.04	1.14e-16	4.27e-18
59550.13	18.48	0.03	1.10e-16	3.16e-18
59740.46	18.14	0.02	1.51e-16	2.16e-18
59748.44	18.38	0.05	1.20e-16	5.35e-18
59752.41	18.33	0.04	1.26e-16	4.58e-18
59755.44	18.30	0.02	1.29e-16	2.59e-18
59763.44	18.37	0.01	1.22e-16	1.12e-18
59765.45	18.43	0.01	1.15e-16	1.11e-18
59773.45	18.21	0.04	1.40e-16	4.72e-18
59776.38	18.41	0.05	1.17e-16	5.66e-18
59783.41	17.18	nan	3.62e-16	nan
59785.42	18.30	0.01	1.29e-16	9.90e-19
59787.42	18.45	0.01	1.12e-16	5.95e-19
59789.44	18.39	0.02	1.19e-16	2.13e-18
59793.38	18.36	0.01	1.22e-16	9.91e-19
59798.36	18.33	0.01	1.26e-16	1.45e-18
59801.46	18.35	0.02	1.23e-16	2.29e-18
59803.38	18.03	0.05	1.65e-16	7.61e-18
59807.36	18.08	0.03	1.59e-16	4.20e-18
59809.47	18.00	0.02	1.71e-16	2.75e-18
59812.36	18.05	0.01	1.62e-16	9.99e-19
59814.40	18.06	0.01	1.61e-16	1.09e-18
59816.38	18.08	0.02	1.59e-16	2.57e-18
59818.41	17.96	0.01	1.78e-16	1.06e-18
59821.34	18.18	0.01	1.45e-16	1.07e-18
59824.37	18.21	0.00	1.41e-16	3.63e-19
59826.30	18.21	0.03	1.41e-16	3.51e-18
59829.42	18.31	0.02	1.28e-16	1.97e-18
59845.30	18.13	0.01	1.52e-16	1.50e-18
59847.26	18.25	0.01	1.36e-16	1.34e-18
59849.32	18.23	0.02	1.38e-16	2.43e-18
59851.31	18.21	0.01	1.41e-16	1.20e-18
59856.31	17.90	0.02	1.87e-16	2.59e-18
59858.28	17.71	0.02	2.22e-16	4.88e-18
59862.30	18.08	0.06	1.59e-16	8.25e-18
59869.30	17.82	0.02	2.02e-16	3.69e-18
59871.20	17.93	0.02	1.82e-16	2.65e-18
59873.19	18.00	0.01	1.70e-16	2.20e-18
59878.24	18.19	0.03	1.43e-16	3.66e-18
59880.18	18.14	0.02	1.50e-16	2.53e-18
59882.23	18.07	0.02	1.60e-16	2.85e-18
59885.23	17.84	0.02	1.98e-16	4.44e-18
59889.28	17.22	0.02	3.49e-16	7.72e-18
59894.15	17.17	0.02	3.65e-16	5.68e-18
59896.26	16.91	0.01	4.68e-16	4.79e-18
59899.17	17.23	0.02	3.47e-16	6.92e-18
59901.15	17.50	0.03	2.71e-16	6.85e-18
59906.15	17.97	0.02	1.76e-16	2.88e-18
59908.15	18.02	0.03	1.67e-16	4.49e-18
59910.15	17.64	0.01	2.37e-16	3.27e-18
59913.15	17.74	0.02	2.17e-16	4.36e-18
59922.19	17.27	0.01	3.35e-16	4.57e-18
59924.17	17.16	0.01	3.71e-16	4.69e-18
59930.11	17.59	0.01	2.49e-16	3.37e-18
59932.17	16.92	0.01	4.64e-16	4.02e-18
59936.17	18.07	0.05	1.60e-16	7.45e-18
59951.16	18.21	0.07	1.41e-16	9.38e-18
59956.11	18.24	0.10	1.37e-16	1.28e-17
60117.41	18.44	0.03	1.14e-16	3.58e-18
60119.46	18.37	0.02	1.21e-16	1.73e-18
60123.46	18.26	0.02	1.35e-16	2.13e-18
60135.45	18.22	0.01	1.40e-16	1.67e-18
60137.44	18.35	0.02	1.24e-16	2.02e-18
60144.40	18.23	0.00	1.38e-16	3.02e-19
60146.45	18.41	0.00	1.18e-16	4.95e-19
60148.38	18.41	0.01	1.18e-16	1.45e-18
60156.37	18.27	0.17	1.33e-16	2.04e-17
60162.44	17.71	0.02	2.24e-16	3.79e-18
60170.43	17.59	0.01	2.49e-16	1.56e-18
60173.37	17.43	0.01	2.88e-16	2.53e-18
60182.34	16.50	0.01	6.80e-16	3.78e-18
60184.39	16.94	0.01	4.52e-16	4.12e-18
60186.34	16.61	0.01	6.12e-16	7.38e-18
60193.38	16.15	0.01	9.35e-16	4.71e-18
60195.39	16.41	0.01	7.40e-16	4.17e-18
60198.30	16.75	0.01	5.42e-16	3.60e-18
60204.38	17.39	0.01	2.99e-16	2.32e-18
60206.28	17.71	0.01	2.23e-16	1.71e-18
60209.27	17.58	0.01	2.52e-16	2.98e-18
60212.36	17.84	0.01	1.97e-16	2.71e-18
60214.25	17.51	0.03	2.69e-16	6.25e-18
60217.32	17.40	0.03	2.97e-16	9.40e-18
60221.24	17.45	0.01	2.84e-16	3.01e-18
60223.21	17.71	0.02	2.24e-16	3.84e-18
60226.29	17.33	0.01	3.16e-16	2.56e-18
60228.27	17.78	0.01	2.08e-16	2.46e-18
60231.32	17.36	0.01	3.09e-16	2.97e-18
60233.17	17.57	0.01	2.54e-16	2.64e-18
60235.31	17.10	0.01	3.90e-16	2.92e-18
60237.21	16.93	0.01	4.57e-16	4.03e-18
60239.34	16.51	0.01	6.72e-16	4.22e-18
60245.19	17.71	0.04	2.24e-16	7.67e-18
60250.28	17.95	0.03	1.79e-16	4.39e-18
60252.28	17.75	0.02	2.16e-16	3.64e-18
60257.17	17.78	0.02	2.10e-16	4.33e-18
60259.23	17.54	0.01	2.60e-16	3.45e-18
60261.23	17.17	0.01	3.68e-16	3.53e-18
60263.15	17.83	0.02	1.99e-16	2.81e-18
60284.13	17.65	0.01	2.35e-16	2.47e-18
60288.15	17.73	0.03	2.18e-16	5.40e-18
60290.15	17.71	0.02	2.24e-16	3.43e-18
