mjd	ab_mag	ab_mag_err	flux_dens	flux_dens_err
58337.48	18.31	0.02	8.39e-17	1.42e-18
58337.48	11.68	nan	3.77e-14	nan
58342.39	18.54	0.05	6.80e-17	3.32e-18
58342.39	11.50	nan	4.46e-14	nan
58347.39	11.50	nan	4.48e-14	nan
58347.39	18.50	0.03	7.09e-17	1.88e-18
58365.32	11.56	nan	4.21e-14	nan
58365.32	18.41	0.05	7.69e-17	3.53e-18
58369.35	11.65	nan	3.89e-14	nan
58369.35	18.33	0.03	8.24e-17	2.19e-18
58373.35	18.47	0.04	7.27e-17	2.84e-18
58373.35	11.69	nan	3.74e-14	nan
58377.33	18.43	0.04	7.55e-17	2.72e-18
58377.33	11.65	nan	3.87e-14	nan
58382.28	18.51	0.07	7.02e-17	4.29e-18
58382.28	11.63	nan	3.95e-14	nan
58390.28	18.35	0.07	8.15e-17	4.95e-18
58390.28	11.66	nan	3.85e-14	nan
58397.32	11.65	nan	3.89e-14	nan
58397.32	18.60	0.02	6.47e-17	9.85e-19
58423.26	18.39	0.03	7.81e-17	2.18e-18
58423.26	11.69	nan	3.74e-14	nan
58427.28	11.10	nan	6.47e-14	nan
58427.28	18.67	0.11	6.07e-17	6.19e-18
58431.26	11.68	nan	3.77e-14	nan
58431.26	18.42	0.08	7.64e-17	5.80e-18
58435.25	18.53	0.06	6.90e-17	3.98e-18
58435.25	11.71	nan	3.67e-14	nan
58699.40	18.20	0.04	9.33e-17	3.60e-18
58703.39	18.36	0.04	8.01e-17	2.71e-18
58713.42	18.37	0.09	7.96e-17	6.30e-18
58718.39	18.26	0.05	8.80e-17	3.86e-18
58733.42	18.27	0.02	8.71e-17	1.39e-18
58738.40	18.34	0.07	8.18e-17	5.01e-18
58746.37	18.26	0.04	8.79e-17	3.58e-18
58750.34	18.29	0.06	8.58e-17	4.77e-18
58757.36	18.25	0.03	8.89e-17	2.19e-18
58761.33	18.28	0.03	8.66e-17	2.54e-18
58765.34	18.31	0.03	8.45e-17	2.35e-18
58769.31	18.26	0.11	8.85e-17	8.66e-18
59184.33	18.09	0.06	1.03e-16	5.47e-18
59187.27	18.14	0.05	9.85e-17	4.65e-18
59190.22	18.00	0.04	1.12e-16	4.63e-18
59200.28	18.08	0.04	1.04e-16	3.70e-18
59203.26	18.17	0.05	9.60e-17	4.73e-18
59206.13	17.94	nan	1.18e-16	nan
59217.21	18.09	0.07	1.03e-16	6.25e-18
59220.18	18.10	0.02	1.02e-16	1.47e-18
59223.20	18.07	0.03	1.05e-16	2.63e-18
59226.14	18.09	0.04	1.03e-16	3.59e-18
59229.16	18.14	0.07	9.82e-17	6.07e-18
59232.25	18.11	0.03	1.01e-16	2.39e-18
59253.15	18.10	0.03	1.03e-16	2.42e-18
59256.19	18.11	0.03	1.02e-16	3.15e-18
59268.15	11.77	nan	3.49e-14	nan
59268.15	17.96	0.04	1.16e-16	4.44e-18
59424.47	17.97	0.04	1.15e-16	4.23e-18
59427.40	18.01	0.05	1.11e-16	4.83e-18
59450.46	18.00	0.12	1.12e-16	1.24e-17
59459.41	18.06	0.01	1.06e-16	1.40e-18
59462.45	18.13	0.01	9.96e-17	1.24e-18
59465.38	18.11	0.02	1.01e-16	1.77e-18
59468.40	18.11	0.02	1.02e-16	2.01e-18
59471.41	18.13	0.03	9.98e-17	2.72e-18
59477.44	18.07	0.03	1.05e-16	3.32e-18
59484.30	18.03	0.04	1.09e-16	3.57e-18
59487.31	18.07	0.03	1.05e-16	3.16e-18
59491.34	18.07	0.03	1.05e-16	3.13e-18
59497.40	18.09	0.02	1.03e-16	2.16e-18
59502.31	18.13	0.05	9.96e-17	4.60e-18
59505.33	18.11	0.06	1.02e-16	5.69e-18
59509.32	18.01	0.05	1.11e-16	4.72e-18
59512.25	18.06	0.03	1.06e-16	3.28e-18
59517.32	18.12	0.02	1.00e-16	2.11e-18
59520.34	18.11	0.02	1.02e-16	1.46e-18
59523.24	18.09	0.02	1.03e-16	1.69e-18
59529.30	18.11	0.04	1.01e-16	3.38e-18
59532.32	18.08	0.04	1.04e-16	3.69e-18
59540.29	18.01	0.08	1.11e-16	8.14e-18
