mjd	ab_mag	ab_mag_err	flux_dens	flux_dens_err
58356.50	12.40	nan	2.97e-14	nan
58356.50	18.57	0.05	1.01e-16	4.38e-18
58357.40	18.47	0.03	1.11e-16	3.13e-18
58357.42	12.36	nan	3.08e-14	nan
58357.42	18.58	0.05	1.00e-16	4.22e-18
58357.43	12.39	nan	2.99e-14	nan
58357.43	18.46	0.05	1.12e-16	4.81e-18
58357.48	18.51	0.04	1.07e-16	3.90e-18
58357.48	12.37	nan	3.04e-14	nan
58357.48	12.39	nan	3.01e-14	nan
58357.48	18.48	0.04	1.10e-16	3.91e-18
58358.43	12.28	nan	3.31e-14	nan
58358.43	18.65	0.10	9.35e-17	8.21e-18
58359.44	18.36	0.16	1.22e-16	1.77e-17
58359.44	11.95	nan	4.51e-14	nan
58359.48	18.03	nan	1.66e-16	nan
58363.46	18.61	0.03	9.76e-17	2.84e-18
58363.46	12.34	nan	3.15e-14	nan
58363.46	12.34	nan	3.14e-14	nan
58363.46	18.55	0.03	1.03e-16	2.98e-18
58365.50	12.35	nan	3.10e-14	nan
58365.50	18.55	0.01	1.03e-16	1.32e-18
58366.50	12.37	nan	3.07e-14	nan
58366.50	18.53	0.01	1.05e-16	8.27e-19
58366.50	12.38	nan	3.02e-14	nan
58366.50	18.51	0.01	1.07e-16	1.09e-18
58367.48	18.53	0.01	1.05e-16	1.22e-18
58367.48	12.36	nan	3.10e-14	nan
58368.44	12.38	nan	3.02e-14	nan
58368.44	18.54	0.01	1.04e-16	8.46e-19
58369.43	18.51	0.01	1.07e-16	9.20e-19
58369.43	12.36	nan	3.07e-14	nan
58369.44	18.54	0.01	1.04e-16	5.77e-19
58369.44	12.36	nan	3.08e-14	nan
58370.42	18.52	0.01	1.05e-16	8.92e-19
58370.42	12.37	nan	3.06e-14	nan
58371.44	18.53	0.01	1.05e-16	1.25e-18
58371.44	12.40	nan	2.97e-14	nan
58372.48	12.38	nan	3.03e-14	nan
58372.48	18.51	0.01	1.07e-16	7.55e-19
58372.49	18.52	0.01	1.06e-16	6.35e-19
58372.49	12.39	nan	3.00e-14	nan
58373.48	12.39	nan	2.99e-14	nan
58373.48	18.53	0.01	1.05e-16	1.19e-18
58374.38	12.36	nan	3.08e-14	nan
58374.38	18.55	0.00	1.03e-16	1.74e-19
58375.41	18.51	0.01	1.07e-16	7.44e-19
58375.41	12.39	nan	2.99e-14	nan
58375.42	12.38	nan	3.03e-14	nan
58375.42	18.56	0.00	1.02e-16	4.03e-19
58377.41	12.36	nan	3.09e-14	nan
58377.41	18.59	0.01	9.92e-17	7.25e-19
58378.40	12.36	nan	3.07e-14	nan
58378.40	18.58	0.00	9.98e-17	4.51e-19
58378.40	18.51	0.01	1.07e-16	8.16e-19
58378.40	12.38	nan	3.03e-14	nan
58379.42	12.39	nan	3.00e-14	nan
58379.42	18.54	0.01	1.04e-16	1.10e-18
58380.42	12.39	nan	2.98e-14	nan
58380.42	18.53	0.00	1.05e-16	7.61e-20
58382.36	12.34	nan	3.14e-14	nan
58382.36	18.57	0.03	1.01e-16	3.18e-18
58382.37	18.59	0.03	9.89e-17	2.32e-18
58382.37	12.34	nan	3.13e-14	nan
58383.40	18.59	0.03	9.96e-17	3.03e-18
58383.40	12.32	nan	3.19e-14	nan
58384.53	12.32	nan	3.21e-14	nan
58384.53	18.54	0.03	1.04e-16	2.94e-18
58385.32	12.30	nan	3.25e-14	nan
58385.32	18.53	0.07	1.05e-16	6.58e-18
58385.32	18.42	0.06	1.16e-16	6.40e-18
58385.32	12.31	nan	3.22e-14	nan
58386.39	18.45	0.05	1.12e-16	4.80e-18
58386.40	18.53	0.06	1.05e-16	5.66e-18
58390.26	12.30	nan	3.26e-14	nan
58390.26	18.57	0.06	1.01e-16	5.99e-18
58397.40	12.36	nan	3.07e-14	nan
58397.40	18.52	0.00	1.06e-16	3.31e-19
58422.35	18.47	0.03	1.10e-16	2.98e-18
58422.35	12.36	nan	3.09e-14	nan
58423.37	18.52	0.01	1.06e-16	1.12e-18
58424.29	18.40	0.09	1.18e-16	9.98e-18
58425.27	18.49	0.02	1.09e-16	2.03e-18
58425.27	12.29	nan	3.27e-14	nan
58425.28	18.53	0.01	1.05e-16	9.53e-19
58428.29	18.61	0.02	9.70e-17	2.06e-18
58428.29	12.38	nan	3.03e-14	nan
58429.32	18.53	0.02	1.05e-16	1.46e-18
58431.29	18.55	0.05	1.03e-16	4.69e-18
58431.29	12.32	nan	3.18e-14	nan
58431.35	18.51	0.04	1.07e-16	4.17e-18
58432.31	18.55	0.01	1.03e-16	1.40e-18
58434.31	12.35	nan	3.12e-14	nan
58434.31	18.46	0.04	1.12e-16	3.97e-18
58435.33	18.35	0.06	1.24e-16	6.82e-18
58436.30	18.56	0.08	1.02e-16	7.46e-18
58437.30	18.52	0.02	1.05e-16	2.15e-18
58437.30	12.38	nan	3.02e-14	nan
58438.28	18.66	0.11	9.29e-17	9.32e-18
58439.30	18.68	0.05	9.14e-17	3.82e-18
58456.22	18.58	0.02	1.00e-16	1.65e-18
58456.22	12.37	nan	3.05e-14	nan
58456.26	12.37	nan	3.05e-14	nan
58456.26	18.56	0.01	1.02e-16	8.47e-19
58462.27	18.60	0.08	9.87e-17	7.08e-18
58462.27	11.65	nan	5.91e-14	nan
58462.29	11.03	nan	1.05e-13	nan
58462.29	18.73	0.18	8.70e-17	1.47e-17
58464.28	18.56	0.03	1.02e-16	2.38e-18
58464.28	12.34	nan	3.13e-14	nan
58468.26	12.36	nan	3.08e-14	nan
58468.26	18.55	0.02	1.03e-16	2.23e-18
58469.21	17.95	nan	1.79e-16	nan
58469.21	10.30	nan	2.05e-13	nan
58472.26	18.48	0.07	1.10e-16	6.64e-18
58472.26	12.38	nan	3.02e-14	nan
58472.27	12.41	nan	2.95e-14	nan
58472.27	18.43	0.07	1.15e-16	7.70e-18
58474.31	18.52	0.09	1.06e-16	8.33e-18
58474.31	12.34	nan	3.14e-14	nan
58475.30	12.35	nan	3.11e-14	nan
58475.30	18.51	0.06	1.06e-16	5.86e-18
58475.30	12.36	nan	3.09e-14	nan
58475.30	18.59	0.07	9.93e-17	6.18e-18
58481.30	18.42	0.05	1.16e-16	5.28e-18
58481.30	12.30	nan	3.25e-14	nan
58486.12	18.44	0.02	1.14e-16	2.05e-18
58486.12	12.37	nan	3.05e-14	nan
58487.12	12.38	nan	3.03e-14	nan
58487.12	18.46	0.02	1.11e-16	1.96e-18
58487.12	12.37	nan	3.04e-14	nan
58487.12	18.52	0.02	1.06e-16	2.01e-18
58488.12	10.92	nan	1.16e-13	nan
58488.12	18.43	0.19	1.15e-16	2.04e-17
58490.17	12.38	nan	3.03e-14	nan
58490.17	18.45	0.02	1.12e-16	2.04e-18
58491.11	12.36	nan	3.09e-14	nan
58491.11	18.51	0.02	1.07e-16	2.46e-18
58491.11	12.36	nan	3.08e-14	nan
58491.11	18.48	0.03	1.10e-16	2.89e-18
58492.17	10.05	nan	2.59e-13	nan
58492.17	18.36	nan	1.23e-16	nan
58493.13	18.48	0.02	1.10e-16	2.00e-18
58493.13	12.36	nan	3.08e-14	nan
58494.11	18.50	0.02	1.08e-16	1.81e-18
58494.11	12.35	nan	3.12e-14	nan
58503.11	12.22	nan	3.49e-14	nan
58503.11	18.54	0.10	1.04e-16	9.84e-18
58505.11	12.34	nan	3.13e-14	nan
58505.11	18.48	0.05	1.10e-16	4.83e-18
58510.11	11.48	nan	6.91e-14	nan
58510.11	19.37	nan	4.84e-17	nan
58510.11	18.38	0.07	1.21e-16	7.93e-18
58510.11	11.75	nan	5.42e-14	nan
58540.11	12.33	nan	3.16e-14	nan
58540.11	18.46	0.03	1.11e-16	3.22e-18
58540.11	12.33	nan	3.16e-14	nan
58540.11	18.44	0.03	1.14e-16	3.02e-18
58681.46	18.37	0.06	1.22e-16	6.60e-18
58691.44	18.37	0.03	1.22e-16	2.85e-18
58692.49	18.36	0.02	1.23e-16	2.51e-18
58692.49	18.36	0.02	1.23e-16	1.83e-18
58693.50	18.36	0.03	1.23e-16	2.96e-18
58695.46	18.38	0.01	1.20e-16	9.27e-19
58695.46	18.41	0.01	1.18e-16	7.65e-19
58696.50	18.32	0.02	1.27e-16	1.96e-18
58700.44	18.41	0.01	1.17e-16	1.17e-18
58701.50	18.37	0.04	1.21e-16	4.78e-18
58704.48	18.33	0.01	1.26e-16	1.63e-18
58705.46	18.35	0.01	1.24e-16	9.10e-19
58706.48	18.37	0.02	1.21e-16	2.56e-18
58707.48	18.38	0.00	1.20e-16	5.27e-19
58711.42	18.42	0.04	1.16e-16	4.42e-18
58711.42	18.35	0.04	1.24e-16	4.28e-18
58712.44	18.34	0.04	1.25e-16	5.05e-18
58713.50	18.38	0.04	1.21e-16	4.54e-18
58714.42	18.31	0.05	1.29e-16	5.41e-18
58714.42	18.46	0.05	1.12e-16	4.94e-18
58718.48	18.38	0.03	1.20e-16	3.38e-18
58724.48	18.31	0.02	1.29e-16	2.59e-18
58727.48	18.43	0.02	1.16e-16	1.93e-18
58730.51	18.54	0.03	1.04e-16	2.93e-18
58735.48	18.34	0.02	1.25e-16	1.99e-18
58738.40	18.33	0.04	1.27e-16	4.10e-18
58740.52	18.39	0.05	1.19e-16	5.99e-18
58740.52	18.36	0.05	1.23e-16	5.92e-18
58741.44	18.28	0.06	1.32e-16	7.42e-18
58745.42	18.37	0.06	1.21e-16	6.68e-18
58748.38	18.33	0.01	1.26e-16	9.18e-19
58748.38	18.36	0.01	1.23e-16	1.49e-18
58748.42	18.37	0.02	1.22e-16	2.64e-18
58751.31	18.31	0.03	1.29e-16	3.46e-18
58759.37	18.27	0.01	1.33e-16	1.18e-18
58761.42	18.36	0.01	1.23e-16	7.09e-19
58761.42	18.28	0.01	1.32e-16	1.39e-18
58763.36	18.30	0.01	1.29e-16	1.59e-18
58766.49	18.34	0.02	1.25e-16	2.60e-18
58769.36	18.37	0.09	1.22e-16	1.01e-17
58772.36	18.24	0.13	1.37e-16	1.63e-17
58773.32	18.26	0.04	1.34e-16	4.72e-18
58773.32	18.20	0.03	1.42e-16	4.52e-18
58774.28	18.28	0.06	1.32e-16	7.27e-18
58774.28	18.26	0.05	1.35e-16	6.70e-18
58775.31	18.22	0.02	1.39e-16	2.53e-18
58775.34	18.25	0.01	1.36e-16	1.60e-18
58775.34	18.28	0.01	1.32e-16	1.74e-18
58776.32	18.23	0.03	1.38e-16	3.26e-18
58776.32	18.26	0.02	1.34e-16	2.75e-18
58777.45	18.35	0.04	1.24e-16	4.45e-18
58777.45	18.31	0.03	1.28e-16	3.83e-18
58778.38	18.26	0.03	1.34e-16	4.13e-18
58781.32	18.37	0.14	1.21e-16	1.57e-17
58787.27	18.33	0.04	1.26e-16	4.50e-18
58787.27	18.25	0.04	1.36e-16	4.93e-18
58787.27	18.34	0.03	1.25e-16	3.56e-18
58793.36	18.26	0.03	1.34e-16	3.39e-18
58796.29	18.24	0.06	1.38e-16	7.10e-18
58800.29	18.07	0.07	1.60e-16	9.92e-18
58803.27	18.32	0.04	1.27e-16	4.98e-18
58803.34	18.30	0.03	1.30e-16	3.92e-18
58803.34	18.25	0.03	1.35e-16	3.89e-18
58811.30	18.31	0.04	1.29e-16	4.32e-18
58812.23	18.35	0.01	1.24e-16	1.52e-18
58812.23	18.25	0.01	1.35e-16	7.75e-19
58812.29	18.27	0.01	1.33e-16	7.88e-19
58814.21	12.18	nan	3.62e-14	nan
58814.21	18.28	0.02	1.32e-16	2.74e-18
58820.25	16.98	nan	4.36e-16	nan
58833.23	18.26	0.03	1.35e-16	3.80e-18
58836.09	18.29	0.03	1.30e-16	3.86e-18
58846.13	18.30	0.02	1.30e-16	2.63e-18
58850.11	18.31	0.14	1.28e-16	1.60e-17
58860.20	18.18	0.05	1.45e-16	6.27e-18
58860.20	18.26	0.05	1.35e-16	6.21e-18
58861.18	18.25	0.04	1.36e-16	4.51e-18
58861.18	18.24	0.03	1.37e-16	4.36e-18
58861.23	18.28	0.06	1.32e-16	6.93e-18
58862.20	18.28	0.02	1.32e-16	2.90e-18
58867.11	18.23	0.04	1.39e-16	4.83e-18
58872.11	18.24	0.03	1.37e-16	3.55e-18
58872.11	18.24	0.03	1.37e-16	3.62e-18
58873.15	18.28	0.01	1.33e-16	1.74e-18
58875.12	18.30	0.01	1.30e-16	1.08e-18
58875.12	18.25	0.01	1.36e-16	1.32e-18
58876.12	18.26	0.02	1.35e-16	2.33e-18
58878.13	18.21	0.06	1.41e-16	7.50e-18
58882.13	18.20	0.03	1.42e-16	4.26e-18
58885.15	18.18	0.06	1.44e-16	7.50e-18
58886.12	18.19	0.04	1.44e-16	5.11e-18
58887.12	18.23	0.04	1.39e-16	4.52e-18
58891.11	18.20	0.03	1.42e-16	3.36e-18
58894.13	18.19	0.02	1.43e-16	2.56e-18
58895.11	18.29	0.02	1.31e-16	2.93e-18
58900.16	18.22	0.06	1.40e-16	8.11e-18
58905.11	18.28	0.05	1.32e-16	6.32e-18
59053.49	18.24	0.02	1.37e-16	2.88e-18
59054.42	18.37	0.03	1.22e-16	3.41e-18
59061.44	18.24	0.01	1.36e-16	1.07e-18
59061.44	18.28	0.02	1.32e-16	2.16e-18
59063.40	18.41	0.09	1.17e-16	9.35e-18
59064.44	18.25	0.05	1.36e-16	5.90e-18
59066.48	18.30	0.04	1.30e-16	5.09e-18
59067.44	12.39	nan	2.99e-14	nan
59067.44	18.33	0.04	1.26e-16	4.07e-18
59067.44	18.28	0.04	1.32e-16	4.82e-18
59067.44	12.39	nan	2.99e-14	nan
59068.44	18.35	0.04	1.24e-16	4.69e-18
59068.44	12.40	nan	2.96e-14	nan
59069.47	18.21	0.03	1.40e-16	3.51e-18
59073.46	18.29	0.03	1.31e-16	3.14e-18
59074.42	18.12	nan	1.53e-16	nan
59075.47	18.30	0.02	1.30e-16	2.32e-18
59076.42	18.32	0.02	1.27e-16	2.41e-18
59076.42	18.29	0.02	1.31e-16	2.72e-18
59077.48	18.32	0.02	1.28e-16	2.03e-18
59079.46	18.32	0.02	1.27e-16	2.51e-18
59081.44	18.28	0.01	1.32e-16	1.54e-18
59082.48	18.31	0.02	1.28e-16	1.83e-18
59082.48	18.30	0.02	1.30e-16	2.77e-18
59083.46	18.35	0.03	1.24e-16	3.43e-18
59084.48	18.33	0.01	1.26e-16	1.37e-18
59086.42	18.26	0.01	1.34e-16	1.64e-18
59086.43	18.30	0.01	1.30e-16	1.19e-18
59087.45	18.31	0.01	1.28e-16	1.75e-18
59087.45	18.30	0.01	1.29e-16	1.66e-18
59088.44	18.30	0.02	1.30e-16	2.28e-18
59089.48	18.29	0.02	1.31e-16	1.97e-18
59090.47	18.35	0.01	1.24e-16	1.08e-18
59090.49	18.34	0.01	1.25e-16	8.02e-19
59090.51	18.28	0.03	1.32e-16	3.06e-18
59090.51	18.25	0.02	1.36e-16	2.45e-18
59091.46	18.35	0.01	1.24e-16	7.23e-19
59093.38	18.34	0.06	1.25e-16	7.40e-18
59093.38	18.31	0.06	1.29e-16	6.75e-18
59094.40	18.22	0.06	1.40e-16	8.16e-18
59094.40	18.40	0.08	1.18e-16	8.35e-18
59094.42	18.20	0.07	1.42e-16	9.23e-18
59094.44	18.33	0.08	1.26e-16	8.75e-18
59095.44	18.26	0.05	1.35e-16	6.38e-18
59095.44	18.19	0.05	1.44e-16	6.07e-18
59095.44	18.28	0.06	1.32e-16	7.10e-18
59096.39	18.18	0.05	1.45e-16	6.15e-18
59096.39	18.20	0.05	1.42e-16	6.52e-18
59096.40	18.26	0.06	1.35e-16	8.02e-18
59102.45	18.16	0.10	1.48e-16	1.33e-17
59102.45	18.23	0.09	1.39e-16	1.18e-17
59102.45	18.25	0.11	1.35e-16	1.34e-17
59104.46	18.29	0.05	1.31e-16	5.81e-18
59107.42	18.29	0.02	1.31e-16	1.81e-18
59110.46	18.29	0.02	1.31e-16	2.85e-18
59112.42	18.27	0.01	1.33e-16	8.70e-19
59113.42	18.27	0.01	1.33e-16	8.52e-19
59115.35	18.28	0.01	1.32e-16	1.33e-18
59116.38	18.21	0.01	1.41e-16	1.12e-18
59116.41	18.29	0.00	1.31e-16	5.84e-19
59118.31	18.19	0.02	1.43e-16	3.11e-18
59124.37	18.27	0.06	1.34e-16	7.53e-18
59124.42	18.23	0.06	1.38e-16	8.28e-18
59127.39	17.99	0.08	1.73e-16	1.31e-17
59129.48	18.17	0.02	1.45e-16	3.27e-18
59131.42	18.22	0.02	1.40e-16	3.18e-18
59134.42	18.24	0.01	1.38e-16	1.82e-18
59136.32	18.20	0.01	1.42e-16	8.26e-19
59138.31	18.26	0.02	1.34e-16	2.27e-18
59140.36	18.21	0.01	1.41e-16	1.15e-18
59142.37	18.19	0.01	1.43e-16	1.23e-18
59143.32	18.20	0.01	1.43e-16	9.04e-19
59144.41	18.23	0.01	1.39e-16	7.42e-19
59145.34	18.23	0.01	1.39e-16	1.04e-18
59146.30	17.94	nan	1.81e-16	nan
59146.30	17.25	nan	3.40e-16	nan
59149.35	18.18	0.04	1.45e-16	5.26e-18
59150.29	18.22	0.04	1.40e-16	4.95e-18
59150.30	18.14	0.03	1.50e-16	4.13e-18
59155.27	18.18	0.04	1.45e-16	5.82e-18
59155.28	18.25	0.05	1.36e-16	5.70e-18
59156.30	18.27	0.03	1.34e-16	4.04e-18
59157.43	18.17	0.05	1.46e-16	7.00e-18
59157.44	18.21	0.05	1.40e-16	6.14e-18
59158.34	18.19	0.03	1.43e-16	4.61e-18
59158.35	18.20	0.04	1.42e-16	5.54e-18
59164.31	18.23	0.03	1.39e-16	3.63e-18
59165.32	18.17	0.01	1.46e-16	1.59e-18
59165.32	18.16	0.01	1.47e-16	1.43e-18
59167.24	18.19	0.02	1.43e-16	2.48e-18
59167.24	18.21	0.02	1.40e-16	2.34e-18
59168.29	18.16	0.01	1.47e-16	1.74e-18
59169.29	18.20	0.02	1.42e-16	2.32e-18
59169.29	18.13	0.02	1.51e-16	2.34e-18
59170.27	18.12	0.01	1.53e-16	1.53e-18
59171.37	18.16	0.02	1.47e-16	2.18e-18
59171.37	18.15	0.02	1.49e-16	2.16e-18
59176.28	18.14	0.03	1.50e-16	4.68e-18
59178.25	18.19	0.03	1.43e-16	3.41e-18
59182.37	18.06	0.06	1.62e-16	8.67e-18
59184.26	18.20	0.04	1.43e-16	5.74e-18
59184.29	18.13	0.04	1.51e-16	5.90e-18
59184.30	18.14	0.05	1.51e-16	6.41e-18
59185.16	18.18	0.04	1.44e-16	5.49e-18
59185.38	18.20	0.05	1.42e-16	6.26e-18
59186.24	18.17	0.07	1.46e-16	8.79e-18
59186.29	18.28	0.08	1.33e-16	1.03e-17
59187.25	18.20	0.04	1.42e-16	4.96e-18
59187.29	18.15	0.04	1.49e-16	5.69e-18
59188.24	18.15	0.02	1.48e-16	3.28e-18
59188.24	18.22	0.03	1.40e-16	3.33e-18
59188.28	18.22	0.03	1.40e-16	3.50e-18
59189.24	18.16	0.02	1.48e-16	2.10e-18
59190.18	18.20	0.01	1.43e-16	1.92e-18
59190.19	18.16	0.01	1.47e-16	1.51e-18
59192.17	18.19	0.05	1.44e-16	6.98e-18
59193.24	18.14	0.02	1.51e-16	2.24e-18
59194.16	18.18	0.01	1.44e-16	1.40e-18
59194.37	18.23	0.10	1.38e-16	1.33e-17
59195.19	18.18	0.01	1.44e-16	1.48e-18
59195.22	18.19	0.01	1.44e-16	1.73e-18
59195.23	18.17	0.02	1.46e-16	2.61e-18
59196.27	18.18	0.03	1.45e-16	3.52e-18
59197.21	18.23	0.08	1.38e-16	9.83e-18
59197.21	18.19	0.05	1.43e-16	7.00e-18
59197.24	18.16	0.04	1.47e-16	5.24e-18
59199.21	18.21	0.03	1.41e-16	3.70e-18
59202.26	18.19	0.03	1.43e-16	3.44e-18
59204.20	18.13	0.03	1.52e-16	4.15e-18
59206.24	18.10	0.21	1.56e-16	3.06e-17
59210.28	18.26	0.05	1.35e-16	6.24e-18
59216.21	18.18	0.03	1.45e-16	4.59e-18
59218.15	18.20	0.03	1.42e-16	3.82e-18
59220.23	18.15	0.02	1.48e-16	2.81e-18
59222.21	18.19	0.01	1.43e-16	1.96e-18
59224.22	18.17	0.03	1.47e-16	4.35e-18
59225.15	18.16	0.03	1.48e-16	4.65e-18
59226.11	18.18	0.02	1.45e-16	3.27e-18
59227.17	18.17	0.02	1.46e-16	2.87e-18
59228.13	18.13	0.06	1.51e-16	8.16e-18
59228.13	18.18	0.06	1.45e-16	8.61e-18
59229.13	18.20	0.02	1.42e-16	3.16e-18
59230.27	18.16	0.03	1.48e-16	4.42e-18
59231.18	18.22	0.02	1.39e-16	2.98e-18
59248.17	18.17	0.02	1.46e-16	2.41e-18
59250.17	18.25	0.03	1.36e-16	4.37e-18
59252.15	18.17	0.02	1.46e-16	2.59e-18
59254.15	18.10	0.02	1.57e-16	2.96e-18
59256.15	18.12	0.02	1.52e-16	2.34e-18
59260.17	18.23	0.05	1.39e-16	6.69e-18
59264.15	18.16	0.04	1.48e-16	5.19e-18
59278.13	18.09	0.04	1.57e-16	6.35e-18
59278.13	18.17	0.06	1.46e-16	8.70e-18
59278.13	18.18	0.06	1.45e-16	8.01e-18
59278.14	18.23	0.06	1.39e-16	8.24e-18
59279.13	18.07	0.04	1.60e-16	5.91e-18
59279.13	18.14	0.05	1.50e-16	6.25e-18
59279.13	18.15	0.05	1.49e-16	6.53e-18
59279.14	18.19	0.05	1.43e-16	6.16e-18
59280.13	18.14	0.03	1.50e-16	3.86e-18
59280.13	18.11	0.03	1.55e-16	3.97e-18
59280.13	18.15	0.03	1.49e-16	3.85e-18
59280.13	18.10	0.02	1.56e-16	3.34e-18
59280.14	18.14	0.03	1.50e-16	3.58e-18
59422.42	18.18	0.05	1.45e-16	6.64e-18
59427.44	18.12	0.03	1.54e-16	4.22e-18
59429.47	18.13	0.01	1.51e-16	2.00e-18
59435.46	18.14	0.01	1.50e-16	1.60e-18
59438.48	18.14	0.01	1.50e-16	1.67e-18
59442.46	18.14	0.01	1.50e-16	1.71e-18
59446.40	18.14	0.04	1.50e-16	4.97e-18
59449.40	18.13	0.09	1.52e-16	1.31e-17
59450.39	18.01	0.10	1.70e-16	1.62e-17
59450.39	18.00	0.10	1.71e-16	1.56e-17
59459.48	18.16	0.01	1.48e-16	7.93e-19
59459.48	18.18	0.00	1.45e-16	6.48e-19
59460.48	18.19	0.01	1.43e-16	1.40e-18
59461.47	18.15	0.01	1.49e-16	1.03e-18
59461.47	18.16	0.01	1.48e-16	8.87e-19
59462.41	18.21	0.01	1.40e-16	1.42e-18
59463.42	18.14	0.01	1.50e-16	1.21e-18
59463.42	18.21	0.01	1.41e-16	1.48e-18
59464.41	18.18	0.01	1.45e-16	1.18e-18
59465.47	18.19	0.01	1.43e-16	9.23e-19
59467.40	18.18	0.00	1.45e-16	6.44e-19
59469.38	18.14	0.01	1.50e-16	8.40e-19
59471.44	18.19	0.02	1.43e-16	2.01e-18
59474.32	18.15	0.03	1.48e-16	4.09e-18
59474.32	18.14	0.03	1.50e-16	4.15e-18
59476.44	18.10	0.03	1.56e-16	4.30e-18
59477.28	18.20	0.05	1.42e-16	6.93e-18
59478.29	18.25	0.07	1.36e-16	8.89e-18
59479.40	18.22	0.05	1.39e-16	6.79e-18
59479.40	18.17	0.05	1.47e-16	6.79e-18
59484.34	18.13	0.03	1.51e-16	3.62e-18
59484.34	18.14	0.02	1.50e-16	2.76e-18
59485.42	17.95	0.15	1.79e-16	2.54e-17
59487.36	18.10	0.01	1.56e-16	2.10e-18
59487.36	18.18	0.02	1.45e-16	2.98e-18
59488.42	18.15	0.02	1.49e-16	2.82e-18
59489.41	18.16	0.01	1.48e-16	1.73e-18
59489.42	18.15	0.01	1.49e-16	1.43e-18
59494.28	18.17	0.02	1.47e-16	2.66e-18
59498.36	18.16	0.01	1.47e-16	1.46e-18
59501.39	18.14	0.01	1.51e-16	1.53e-18
59503.36	18.22	0.03	1.40e-16	4.45e-18
59503.36	18.22	0.03	1.39e-16	3.54e-18
59504.34	18.19	0.04	1.43e-16	4.73e-18
59505.36	18.20	0.05	1.42e-16	6.12e-18
59509.34	18.16	0.04	1.47e-16	5.64e-18
59512.32	18.10	0.02	1.57e-16	3.50e-18
59517.35	18.21	0.01	1.41e-16	1.45e-18
59517.35	18.18	0.01	1.44e-16	1.05e-18
59518.32	18.22	0.00	1.40e-16	4.55e-19
59520.27	18.21	0.00	1.41e-16	2.76e-19
59521.28	18.18	0.01	1.44e-16	1.07e-18
59521.28	18.15	0.01	1.49e-16	9.95e-19
59522.32	18.18	0.01	1.45e-16	8.74e-19
59523.27	18.14	0.01	1.50e-16	1.78e-18
59523.27	18.13	0.01	1.52e-16	1.43e-18
59524.28	18.23	0.01	1.38e-16	9.46e-19
59525.28	18.13	0.01	1.51e-16	1.16e-18
59525.28	18.15	0.01	1.49e-16	1.14e-18
59526.26	18.14	0.01	1.50e-16	1.02e-18
59527.27	18.15	0.01	1.49e-16	1.51e-18
59527.28	18.15	0.01	1.48e-16	1.70e-18
59529.35	18.16	0.02	1.48e-16	2.62e-18
59530.26	18.18	0.02	1.44e-16	2.86e-18
59530.26	18.13	0.02	1.51e-16	2.78e-18
59531.27	18.15	0.05	1.48e-16	7.07e-18
59532.35	18.18	0.03	1.44e-16	3.86e-18
59532.35	18.16	0.03	1.48e-16	4.02e-18
