mjd	ab_mag	ab_mag_err	flux_dens	flux_dens_err
59224.15	19.75	0.13	6.13e-17	7.34e-18
59226.19	19.91	nan	5.28e-17	nan
59227.11	12.26	nan	6.10e-14	nan
59229.18	19.85	nan	5.59e-17	nan
59230.15	12.27	nan	6.01e-14	nan
59382.44	19.64	0.10	6.79e-17	5.95e-18
59382.44	12.00	nan	7.71e-14	nan
59385.43	19.68	0.09	6.56e-17	5.49e-18
59385.43	12.24	nan	6.20e-14	nan
59390.45	20.30	nan	3.70e-17	nan
59390.45	12.38	nan	5.46e-14	nan
59392.45	12.37	nan	5.50e-14	nan
59392.46	20.32	nan	3.65e-17	nan
59399.42	19.77	0.11	6.05e-17	6.27e-18
59399.42	12.14	nan	6.77e-14	nan
59402.46	19.68	0.09	6.57e-17	5.17e-18
59402.46	12.40	nan	5.35e-14	nan
59404.40	19.89	0.11	5.41e-17	5.25e-18
59405.46	12.31	nan	5.80e-14	nan
59411.42	12.08	nan	7.19e-14	nan
59412.44	19.74	0.07	6.18e-17	4.17e-18
59414.42	12.36	nan	5.54e-14	nan
59415.46	19.73	0.06	6.24e-17	3.31e-18
59418.42	19.84	nan	5.65e-17	nan
59418.46	11.89	nan	8.58e-14	nan
59425.40	20.35	nan	3.52e-17	nan
59425.40	19.78	0.17	5.98e-17	9.38e-18
59425.42	12.35	nan	5.61e-14	nan
59425.42	12.32	nan	5.75e-14	nan
59426.46	19.51	0.08	7.70e-17	5.61e-18
59427.37	19.75	0.08	6.12e-17	4.52e-18
59428.43	19.96	0.09	5.06e-17	4.10e-18
59428.44	19.77	0.07	6.01e-17	3.65e-18
59428.45	12.43	nan	5.18e-14	nan
59428.46	12.43	nan	5.22e-14	nan
59429.43	19.77	0.07	6.02e-17	3.85e-18
59429.43	12.46	nan	5.08e-14	nan
59430.43	12.45	nan	5.12e-14	nan
59434.42	12.41	nan	5.30e-14	nan
59435.42	19.80	0.08	5.87e-17	4.18e-18
59436.42	12.34	nan	5.68e-14	nan
59438.41	19.86	0.08	5.53e-17	3.93e-18
59439.42	12.20	nan	6.42e-14	nan
59442.33	19.78	0.08	6.00e-17	4.26e-18
59442.33	12.30	nan	5.88e-14	nan
59444.43	12.22	nan	6.30e-14	nan
59446.47	19.77	0.06	6.03e-17	3.37e-18
59446.48	19.69	0.05	6.49e-17	2.94e-18
59448.34	19.80	nan	5.87e-17	nan
59449.24	19.20	nan	1.02e-16	nan
59449.24	19.29	nan	9.36e-17	nan
59449.26	12.21	nan	6.37e-14	nan
59452.34	19.75	0.17	6.14e-17	9.40e-18
59452.34	19.80	0.19	5.89e-17	1.01e-17
59453.40	12.48	nan	4.97e-14	nan
59454.36	19.62	0.08	6.90e-17	5.20e-18
59454.37	19.82	0.11	5.78e-17	6.06e-18
59454.38	12.45	nan	5.09e-14	nan
59455.36	12.43	nan	5.19e-14	nan
59455.36	12.43	nan	5.23e-14	nan
59456.32	19.77	0.10	6.03e-17	5.44e-18
59459.35	12.48	nan	4.97e-14	nan
59459.35	19.87	0.08	5.52e-17	4.00e-18
59459.35	12.48	nan	4.98e-14	nan
59460.40	12.47	nan	4.99e-14	nan
59460.40	19.76	0.06	6.08e-17	3.09e-18
59461.41	19.80	0.07	5.89e-17	3.64e-18
59461.41	12.48	nan	4.97e-14	nan
59461.41	12.46	nan	5.07e-14	nan
59462.34	19.72	0.07	6.30e-17	4.07e-18
59462.34	12.49	nan	4.94e-14	nan
59462.34	19.76	0.06	6.09e-17	3.62e-18
59463.37	12.48	nan	4.98e-14	nan
59463.37	12.46	nan	5.07e-14	nan
59464.42	12.37	nan	5.51e-14	nan
59464.43	19.71	0.07	6.40e-17	3.88e-18
59464.43	19.72	0.07	6.29e-17	3.90e-18
59465.31	12.35	nan	5.58e-14	nan
59466.41	19.68	0.06	6.54e-17	3.60e-18
59468.43	19.71	0.06	6.37e-17	3.26e-18
59472.41	19.71	0.06	6.37e-17	3.55e-18
59472.41	12.42	nan	5.26e-14	nan
59474.36	12.43	nan	5.20e-14	nan
59474.36	12.43	nan	5.18e-14	nan
59474.39	19.93	0.14	5.23e-17	6.72e-18
59474.39	19.68	0.12	6.55e-17	7.17e-18
59476.27	12.44	nan	5.17e-14	nan
59476.27	20.26	nan	3.83e-17	nan
59480.34	12.46	nan	5.04e-14	nan
59480.34	19.72	0.21	6.30e-17	1.23e-17
59480.35	19.34	0.17	8.97e-17	1.44e-17
59483.27	12.23	nan	6.27e-14	nan
59484.37	19.95	0.12	5.13e-17	5.71e-18
59484.38	12.41	nan	5.32e-14	nan
59485.28	19.67	0.14	6.62e-17	8.45e-18
59485.28	11.93	nan	8.25e-14	nan
59485.28	19.86	0.16	5.54e-17	8.24e-18
59485.28	11.91	nan	8.44e-14	nan
59486.35	19.23	nan	9.89e-17	nan
59486.35	10.54	nan	2.96e-13	nan
59488.29	12.46	nan	5.05e-14	nan
59488.29	19.80	0.07	5.86e-17	3.97e-18
59488.29	12.47	nan	5.00e-14	nan
59488.29	19.75	0.08	6.15e-17	4.30e-18
59489.32	12.21	nan	6.35e-14	nan
59489.34	19.86	0.09	5.55e-17	4.48e-18
59490.33	12.45	nan	5.11e-14	nan
59490.33	12.45	nan	5.13e-14	nan
