mjd	ab_mag	ab_mag_err	flux_dens	flux_dens_err
59110.36	12.17	nan	3.67e-14	nan
59113.29	12.30	nan	3.26e-14	nan
59113.29	18.87	0.02	7.68e-17	1.63e-18
59113.30	18.91	0.02	7.36e-17	1.35e-18
59113.30	12.46	nan	2.82e-14	nan
59113.30	18.91	0.02	7.42e-17	1.11e-18
59113.31	18.95	0.03	7.11e-17	1.76e-18
59113.31	12.45	nan	2.83e-14	nan
59113.31	12.29	nan	3.29e-14	nan
59115.33	18.95	0.02	7.14e-17	1.08e-18
59115.33	12.53	nan	2.64e-14	nan
59115.33	18.95	0.02	7.10e-17	1.43e-18
59115.33	18.95	0.02	7.13e-17	1.34e-18
59115.33	12.53	nan	2.64e-14	nan
59115.35	12.36	nan	3.08e-14	nan
59116.31	12.36	nan	3.09e-14	nan
59116.31	18.93	0.01	7.23e-17	9.24e-19
59116.37	18.90	0.01	7.46e-17	7.64e-19
59116.37	12.54	nan	2.62e-14	nan
59116.37	18.93	0.01	7.24e-17	8.51e-19
59118.26	18.95	0.03	7.15e-17	2.08e-18
59118.27	18.90	0.03	7.45e-17	1.80e-18
59118.27	12.54	nan	2.60e-14	nan
59118.27	18.93	0.03	7.24e-17	2.21e-18
59118.27	12.55	nan	2.58e-14	nan
59118.28	12.39	nan	3.00e-14	nan
59125.29	18.90	0.08	7.47e-17	5.52e-18
59128.25	12.29	nan	3.28e-14	nan
59129.23	18.90	0.03	7.49e-17	2.00e-18
59130.26	12.38	nan	3.03e-14	nan
59130.28	18.95	0.02	7.14e-17	1.22e-18
59130.28	12.56	nan	2.57e-14	nan
59130.28	12.58	nan	2.52e-14	nan
59130.28	18.94	0.01	7.20e-17	8.89e-19
59131.23	18.92	0.02	7.30e-17	1.11e-18
59134.30	12.36	nan	3.09e-14	nan
59134.30	18.97	0.03	6.98e-17	1.90e-18
59136.21	18.95	0.02	7.12e-17	1.21e-18
59136.30	12.39	nan	3.01e-14	nan
59138.28	12.31	nan	3.22e-14	nan
59138.28	18.95	0.03	7.09e-17	1.85e-18
59140.23	18.90	0.02	7.43e-17	1.05e-18
59144.21	18.90	0.02	7.45e-17	1.39e-18
59146.23	11.36	nan	7.76e-14	nan
59146.23	18.91	nan	7.42e-17	nan
59152.21	18.75	0.08	8.53e-17	6.31e-18
59152.21	12.43	nan	2.90e-14	nan
59154.17	18.98	0.07	6.92e-17	4.75e-18
59154.21	12.32	nan	3.19e-14	nan
59156.19	11.88	nan	4.78e-14	nan
59156.20	18.92	0.06	7.30e-17	3.94e-18
59158.13	18.95	0.03	7.09e-17	2.26e-18
59158.23	12.41	nan	2.95e-14	nan
59164.28	12.39	nan	2.99e-14	nan
59164.28	19.04	0.06	6.54e-17	3.53e-18
59167.25	18.99	0.05	6.89e-17	2.99e-18
59167.25	12.41	nan	2.93e-14	nan
59169.19	12.42	nan	2.92e-14	nan
59169.19	19.00	0.03	6.82e-17	1.97e-18
59171.19	18.96	0.01	7.03e-17	7.00e-19
59171.19	12.42	nan	2.92e-14	nan
59173.22	12.41	nan	2.93e-14	nan
59173.22	18.99	0.02	6.84e-17	9.70e-19
59175.20	10.62	nan	1.54e-13	nan
59179.11	18.90	0.06	7.47e-17	4.08e-18
59180.23	12.41	nan	2.93e-14	nan
59181.11	19.07	0.11	6.35e-17	6.34e-18
59182.16	12.42	nan	2.92e-14	nan
59183.09	18.99	0.10	6.89e-17	6.62e-18
59184.12	12.43	nan	2.88e-14	nan
59185.16	19.06	0.07	6.43e-17	4.23e-18
59187.15	12.41	nan	2.94e-14	nan
59187.18	19.01	0.09	6.76e-17	5.85e-18
59189.19	12.41	nan	2.94e-14	nan
59194.14	18.97	0.03	6.98e-17	1.96e-18
59194.14	12.41	nan	2.94e-14	nan
59197.15	18.86	0.18	7.76e-17	1.30e-17
59199.11	12.34	nan	3.15e-14	nan
59199.13	19.05	0.07	6.49e-17	4.36e-18
59200.11	12.37	nan	3.05e-14	nan
59200.11	18.92	0.02	7.31e-17	1.45e-18
59202.11	12.42	nan	2.92e-14	nan
59203.11	12.42	nan	2.92e-14	nan
59203.11	18.93	0.06	7.26e-17	3.99e-18
59211.13	12.41	nan	2.95e-14	nan
59211.13	18.90	0.08	7.49e-17	5.73e-18
59216.10	11.98	nan	4.35e-14	nan
59216.10	18.99	0.09	6.87e-17	5.80e-18
59218.13	12.36	nan	3.07e-14	nan
59218.13	18.91	0.03	7.36e-17	2.29e-18
59220.10	18.96	0.04	7.09e-17	2.37e-18
59220.11	12.38	nan	3.03e-14	nan
59224.10	12.39	nan	3.00e-14	nan
59224.11	18.91	0.05	7.41e-17	3.33e-18
59227.15	12.05	nan	4.08e-14	nan
59229.11	18.75	0.07	8.54e-17	5.79e-18
59230.11	12.39	nan	3.00e-14	nan
59250.10	18.87	0.16	7.69e-17	1.16e-17
59250.10	18.94	0.14	7.18e-17	9.36e-18
59250.10	19.13	0.14	6.02e-17	7.52e-18
59250.10	18.95	0.10	7.15e-17	6.78e-18
59250.11	18.90	0.09	7.45e-17	6.06e-18
59251.10	12.35	nan	3.11e-14	nan
59251.10	18.91	0.14	7.38e-17	9.38e-18
59251.10	12.33	nan	3.16e-14	nan
59251.10	18.94	0.11	7.17e-17	7.45e-18
59251.10	12.31	nan	3.23e-14	nan
59251.10	19.01	0.11	6.77e-17	7.04e-18
59251.10	12.32	nan	3.19e-14	nan
59251.10	18.90	0.08	7.49e-17	5.35e-18
59251.11	12.32	nan	3.18e-14	nan
59251.11	18.80	0.07	8.20e-17	4.94e-18
59252.10	12.33	nan	3.17e-14	nan
59252.10	19.09	0.11	6.26e-17	6.35e-18
59252.10	12.32	nan	3.18e-14	nan
59252.10	18.99	0.10	6.85e-17	6.26e-18
59252.10	12.31	nan	3.23e-14	nan
59252.10	19.07	0.10	6.39e-17	6.15e-18
59252.10	12.30	nan	3.26e-14	nan
59252.10	18.88	0.10	7.58e-17	6.86e-18
59252.11	12.29	nan	3.27e-14	nan
59252.11	19.15	0.09	5.94e-17	4.85e-18
59253.10	18.83	0.11	7.93e-17	8.38e-18
59253.10	12.09	nan	3.95e-14	nan
59253.10	18.88	0.10	7.59e-17	7.17e-18
59253.10	12.25	nan	3.41e-14	nan
59253.10	19.01	0.10	6.71e-17	6.02e-18
59253.10	12.16	nan	3.70e-14	nan
59253.11	18.84	0.09	7.85e-17	6.17e-18
59253.11	12.21	nan	3.53e-14	nan
59253.11	19.09	0.10	6.26e-17	5.79e-18
