mjd	ab_mag	ab_mag_err	flux_dens	flux_dens_err
58302.48	11.65	nan	3.87e-14	nan
58312.38	11.32	nan	5.29e-14	nan
58321.36	11.65	nan	3.87e-14	nan
58325.38	11.63	nan	3.97e-14	nan
58333.43	18.63	0.07	6.26e-17	4.26e-18
58333.43	11.64	nan	3.93e-14	nan
58337.46	18.54	0.01	6.83e-17	4.84e-19
58342.38	11.60	nan	4.07e-14	nan
58342.38	18.75	0.08	5.61e-17	3.89e-18
58347.37	18.52	0.03	6.95e-17	2.05e-18
58347.38	11.59	nan	4.10e-14	nan
58351.34	11.64	nan	3.93e-14	nan
58351.35	18.47	0.03	7.27e-17	1.78e-18
58361.36	18.54	0.05	6.80e-17	3.42e-18
58361.36	11.71	nan	3.68e-14	nan
58365.32	11.67	nan	3.82e-14	nan
58365.32	18.55	0.06	6.78e-17	3.76e-18
58369.34	18.50	0.04	7.07e-17	2.81e-18
58369.34	11.69	nan	3.74e-14	nan
58373.34	18.56	0.03	6.70e-17	1.66e-18
58373.34	11.70	nan	3.71e-14	nan
58377.32	18.64	0.03	6.22e-17	1.57e-18
58377.32	11.67	nan	3.82e-14	nan
58382.28	18.67	0.04	6.05e-17	2.37e-18
58387.38	19.86	nan	2.01e-17	nan
58387.40	18.59	0.18	6.50e-17	1.08e-17
58397.33	11.66	nan	3.85e-14	nan
58397.33	18.58	0.03	6.57e-17	1.80e-18
58423.26	18.61	0.03	6.39e-17	1.93e-18
58423.26	11.56	nan	4.22e-14	nan
58427.28	18.57	0.13	6.64e-17	8.12e-18
58427.28	11.24	nan	5.67e-14	nan
58431.26	18.58	0.11	6.58e-17	6.44e-18
58431.26	11.62	nan	3.98e-14	nan
58435.23	11.69	nan	3.75e-14	nan
58435.23	18.57	0.11	6.62e-17	6.95e-18
58668.47	11.61	nan	4.02e-14	nan
58672.45	11.59	nan	4.09e-14	nan
58691.34	11.53	nan	4.32e-14	nan
58697.44	11.62	nan	4.00e-14	nan
58698.38	18.72	0.03	5.77e-17	1.78e-18
58701.43	11.58	nan	4.13e-14	nan
58702.37	18.71	0.20	5.80e-17	1.09e-17
58705.42	11.64	nan	3.93e-14	nan
58716.32	11.60	nan	4.07e-14	nan
58716.33	18.84	0.07	5.17e-17	3.41e-18
58722.38	11.57	nan	4.17e-14	nan
58722.38	18.65	0.00	6.16e-17	2.73e-19
58727.37	11.56	nan	4.21e-14	nan
58727.37	18.62	0.02	6.33e-17	1.04e-18
58733.42	18.65	0.03	6.16e-17	1.62e-18
58736.33	11.63	nan	3.97e-14	nan
58738.41	18.59	0.10	6.54e-17	6.31e-18
58743.48	18.73	0.18	5.72e-17	9.69e-18
58743.48	11.53	nan	4.35e-14	nan
58747.34	18.69	0.04	5.92e-17	2.01e-18
58747.34	11.57	nan	4.20e-14	nan
58751.34	18.82	0.10	5.24e-17	5.04e-18
58751.34	11.33	nan	5.22e-14	nan
58757.34	11.60	nan	4.08e-14	nan
58757.34	18.63	0.04	6.29e-17	2.31e-18
58761.30	11.61	nan	4.03e-14	nan
58761.30	18.79	0.06	5.42e-17	3.01e-18
58765.30	11.59	nan	4.09e-14	nan
58765.32	18.62	0.06	6.36e-17	3.33e-18
58771.25	11.58	nan	4.13e-14	nan
58771.25	18.60	0.11	6.43e-17	6.58e-18
59173.25	11.74	nan	3.58e-14	nan
59182.27	11.74	nan	3.58e-14	nan
59186.21	18.59	0.12	6.51e-17	6.97e-18
59187.26	11.73	nan	3.61e-14	nan
59189.09	18.61	0.06	6.39e-17	3.46e-18
59192.24	18.73	0.19	5.71e-17	1.01e-17
59192.24	11.36	nan	5.05e-14	nan
59200.13	11.54	nan	4.29e-14	nan
59200.13	18.67	0.05	6.05e-17	3.06e-18
59203.13	11.75	nan	3.56e-14	nan
59203.13	18.63	0.05	6.28e-17	2.79e-18
59211.17	11.73	nan	3.63e-14	nan
59211.18	18.86	0.09	5.07e-17	4.32e-18
59219.15	11.70	nan	3.72e-14	nan
59219.15	18.69	0.06	5.95e-17	3.02e-18
59224.13	11.74	nan	3.59e-14	nan
59224.13	18.60	0.06	6.46e-17	3.55e-18
59379.45	11.70	nan	3.70e-14	nan
59379.45	18.66	0.05	6.11e-17	2.64e-18
59385.45	18.48	0.05	7.22e-17	3.04e-18
59394.40	18.85	0.14	5.10e-17	6.81e-18
59399.45	18.64	0.05	6.23e-17	3.15e-18
59403.45	11.62	nan	3.99e-14	nan
59403.45	18.70	0.03	5.90e-17	1.69e-18
59407.41	19.08	0.12	4.14e-17	4.69e-18
59408.41	11.20	nan	5.88e-14	nan
59411.43	18.65	0.03	6.19e-17	1.50e-18
59417.38	16.77	nan	3.47e-16	nan
59417.42	11.46	nan	4.64e-14	nan
59425.35	11.58	nan	4.13e-14	nan
59425.35	18.47	0.07	7.29e-17	4.72e-18
59429.34	11.66	nan	3.85e-14	nan
59429.34	18.73	0.03	5.70e-17	1.62e-18
59435.45	11.66	nan	3.86e-14	nan
59435.45	18.68	0.01	5.99e-17	4.39e-19
59439.40	11.56	nan	4.20e-14	nan
59439.41	18.67	0.03	6.07e-17	1.61e-18
59443.42	11.50	nan	4.46e-14	nan
59446.33	18.67	0.08	6.05e-17	4.68e-18
59447.26	11.54	nan	4.29e-14	nan
59449.31	18.61	0.09	6.41e-17	5.56e-18
59453.40	18.71	0.03	5.82e-17	1.83e-18
59453.40	11.72	nan	3.63e-14	nan
