mjd,flux,fluxe,flux_rolling_mean,flux_rolling_rmsd
58356.35,1.16e-16,4.66e-18,1.069511111111111e-16,2.8248425925925906e-18
58356.43,1.05e-16,4.66e-18,1.0721777777777778e-16,2.73335185185185e-18
58356.5,1.1e-16,4.2e-18,1.0759777777777779e-16,2.8022870370370352e-18
58357.35,1.05e-16,4.84e-18,1.0819777777777778e-16,2.8872222222222206e-18
58357.42,1.12e-16,4.8950000000000005e-18,1.0862e-16,2.8746203703703683e-18
58357.47,1.04e-16,4.295e-18,1.0915333333333333e-16,2.924999999999997e-18
58358.43,1.11e-16,7.41e-18,1.0968666666666666e-16,2.903935185185183e-18
58362.4,1.0800000000000002e-16,2.9666666666666667e-18,1.1025333333333333e-16,2.9525370370370356e-18
58363.45,1.14e-16,2.47e-18,1.1058666666666668e-16,2.849046296296295e-18
58363.47,1.07e-16,2.68e-18,1.1085333333333334e-16,2.6641111111111093e-18
58364.39,1.1000000000000001e-16,1.6149999999999999e-18,1.1135333333333332e-16,2.7175092592592573e-18
58365.39,1.125e-16,1.5700000000000001e-18,1.1188666666666668e-16,2.6729999999999976e-18
58366.38,1.1e-16,1.68e-18,1.1253666666666668e-16,2.840259259259256e-18
58367.38,1.13e-16,1.18e-18,1.1243666666666668e-16,3.3364074074074047e-18
58368.43,1.17e-16,1.23e-18,1.1305e-16,3.2162592592592574e-18
58368.44,1.12e-16,1.26e-18,1.1375e-16,3.189444444444442e-18
58369.4,1.1e-16,1.81e-18,1.1388333333333334e-16,2.9511481481481447e-18
58370.43,1.18e-16,1.17e-18,1.1458333333333333e-16,2.9983333333333305e-18
58371.41,1.15e-16,9.4e-19,1.1478333333333334e-16,3.143814814814812e-18
58371.43,1.1749999999999999e-16,1.002e-18,1.1535000000000002e-16,3.0738888888888867e-18
58372.39,1.17e-16,1.52e-18,1.1588333333333332e-16,3.1067777777777754e-18
58373.45,1.19e-16,1.69e-18,1.1641666666666665e-16,3.0833333333333304e-18
58374.39,1.17e-16,1.2e-18,1.1705e-16,3.2289999999999976e-18
58375.37,1.18e-16,1.39e-18,1.1768333333333335e-16,3.2344444444444428e-18
58377.41,1.23e-16,1.91e-18,1.1811666666666666e-16,3.1856666666666657e-18
58378.38,1.19e-16,1.51e-18,1.1958333333333334e-16,3.887777777777775e-18
58379.4,1.27e-16,1.79e-18,1.1978333333333335e-16,4.178777777777777e-18
58380.31,1.04e-16,1.13e-18,1.203e-16,4.2188888888888875e-18
58380.43,1.1749999999999999e-16,1.635e-18,1.209e-16,4.201555555555554e-18
58382.34,1.24e-16,3.01e-18,1.2143333333333333e-16,4.267777777777777e-18
58383.35,1.2e-16,2.51e-18,1.219e-16,4.285e-18
58383.4,1.26e-16,3.2900000000000002e-18,1.2236666666666665e-16,4.241111111111109e-18
58385.3,1.16e-16,6.26e-18,1.2276666666666667e-16,4.238333333333332e-18
58386.4,1.22e-16,7.88e-18,1.2310000000000002e-16,4.212222222222222e-18
58386.41,1.28e-16,7.59e-18,1.2363333333333335e-16,4.398333333333332e-18
58389.48,1.2e-16,6.89e-18,1.2444999999999998e-16,4.9033333333333334e-18
58397.4,1.3e-16,1.33e-18,1.2431666666666664e-16,5.232777777777777e-18
58423.38,1.27e-16,1.57e-18,1.2458333333333332e-16,5.241111111111111e-18
58424.26,1.27e-16,3.78e-18,1.2504999999999998e-16,5.492777777777777e-18
58425.23,1.51e-16,1.55e-17,1.2608333333333334e-16,6.361111111111112e-18
58425.25,1.16e-16,8.28e-18,1.2608333333333334e-16,6.2305555555555554e-18
58426.27,1.28e-16,1.54e-18,1.2618333333333336e-16,6.290888888888889e-18
58428.23,1.28e-16,2.19e-18,1.2598333333333333e-16,6.1023333333333345e-18
58428.27,1.29e-16,1.02e-18,1.2645000000000001e-16,5.583666666666668e-18
58429.33,1.31e-16,8.28e-19,1.2653333333333333e-16,5.539000000000002e-18
58431.2,1.26e-16,4.81e-18,1.2643333333333334e-16,5.571000000000001e-18
58431.33,1.22e-16,5.34e-18,1.2580000000000002e-16,6.026777777777778e-18
58432.32,1.28e-16,3.92e-18,1.2536666666666668e-16,5.998111111111111e-18
58434.2,1.31e-16,3.33e-18,1.2520000000000002e-16,5.874777777777778e-18
58435.33,1.42e-16,5.4e-18,1.2469999999999999e-16,6.01988888888889e-18
58436.27,1.13e-16,1.94e-17,1.2400000000000002e-16,6.002666666666666e-18
58437.27,1.27e-16,3e-18,1.2416666666666665e-16,6.396666666666667e-18
58437.28,1.31e-16,1.97e-18,1.234e-16,6.2282222222222215e-18
58439.26,1.23e-16,8.03e-18,1.2203333333333333e-16,6.2983333333333326e-18
58447.33,1.22e-16,6.02e-18,1.1960666666666669e-16,6.283888888888888e-18
58456.19,1.21e-16,2.62e-18,1.1944e-16,6.268222222222221e-18
58456.2,1.18e-16,1.71e-18,1.1874e-16,6.4402222222222224e-18
58456.26,1.2e-16,2.13e-18,1.1794e-16,6.546777777777776e-18
58457.18,1.21e-16,2.52e-18,1.1747333333333334e-16,7.043555555555555e-18
58462.28,1.01e-16,8.12e-18,1.1657333333333334e-16,7.156555555555554e-18
58466.25,1.13e-16,8.96e-18,1.1577333333333333e-16,7.384777777777776e-18
58472.12,1.11e-16,4.95e-18,1.1406666666666667e-16,8.028888888888887e-18
58475.15,1.07e-16,3.68e-18,1.1245333333333333e-16,8.380222222222221e-18
58487.11,1.07e-16,1.65e-18,1.1084999999999999e-16,8.481888888888888e-18
58488.11,1.25e-16,1.11e-17,1.0873e-16,8.317518518518516e-18
58490.13,1.07e-16,2.83e-18,1.0762999999999999e-16,8.278037037037036e-18
58490.15,1.04e-16,2.84e-18,1.0641e-16,8.254018518518516e-18
58491.12,1.09e-16,2.84e-18,1.0494000000000001e-16,8.014259259259257e-18
58492.14,7.82e-17,1.11e-17,1.0268333333333334e-16,7.303833333333332e-18
58493.11,1.11e-16,2.11e-18,1.0138666666666667e-16,7.30724074074074e-18
58493.12,1.07e-16,2.17e-18,1.0002333333333333e-16,7.357314814814814e-18
58510.11,1.04e-16,2.54e-18,9.878666666666667e-17,7.310129629629628e-18
58511.11,1.15e-16,3.6e-18,9.754666666666667e-17,7.349314814814812e-18
58523.17,1.04e-16,3.76e-18,9.614333333333334e-17,7.413722222222218e-18
58540.12,1.02e-16,4.18e-18,9.472e-17,7.368129629629627e-18
58655.44,7.08e-17,9.91e-18,9.392333333333333e-17,6.92909259259259e-18
58667.48,7.96e-17,3.44e-18,9.277333333333333e-17,6.838833333333332e-18
58670.48,8.29e-17,1.76e-18,9.175e-17,6.782759259259257e-18
58676.46,7.84e-17,1.82e-18,9.076888888888889e-17,6.6467222222222205e-18
58679.47,7.999999999999999e-17,2.9e-18,8.981555555555556e-17,6.53446296296296e-18
58680.43,9.04e-17,5.63e-18,8.828722222222221e-17,6.009277777777776e-18
58681.44,8.69e-17,5.63e-18,8.730722222222222e-17,6.012685185185184e-18
58682.42,8.13e-17,4.75e-18,8.635388888888889e-17,6.015037037037036e-18
58683.44,8.41e-17,3.82e-18,8.51688888888889e-17,6.013611111111112e-18
58685.44,8.11e-17,3.665e-18,8.499555555555555e-17,5.341018518518519e-18
58686.44,8.39e-17,5.02e-18,8.375555555555555e-17,5.129314814814815e-18
58690.43,8.08e-17,2.69e-18,8.271555555555555e-17,4.9393888888888884e-18
58693.48,7.79e-17,1.42e-18,8.189222222222222e-17,4.847203703703705e-18
58696.48,7.83e-17,1.36e-18,8.045888888888889e-17,4.421055555555556e-18
58698.5,7.71e-17,2.59e-18,7.950222222222221e-17,4.2037962962962965e-18
58699.48,7.85e-17,8.69e-19,7.856555555555555e-17,4.0474259259259265e-18
58703.46,8.03e-17,1.19e-18,7.891555555555556e-17,3.411574074074075e-18
58706.5,7.756666666666667e-17,1.5933333333333333e-18,7.893888888888888e-17,3.076777777777778e-18
58709.42,7.84e-17,4.91e-18,7.888222222222222e-17,2.9244259259259268e-18
58710.41,7.915e-17,4.265e-18,7.863555555555554e-17,2.7048518518518524e-18
58712.44,7.76e-17,4.36e-18,7.833222222222222e-17,2.5725555555555557e-18
58717.48,7.54e-17,4.4e-18,7.788055555555556e-17,2.5087407407407406e-18
58719.41,7.344999999999999e-17,1.565e-18,7.746722222222223e-17,2.5659999999999997e-18
58720.39,7.3e-17,1.94e-18,7.730555555555556e-17,2.408148148148148e-18
58723.39,7.38e-17,7.79e-19,7.706222222222223e-17,2.3761851851851854e-18
58726.38,7.58e-17,1.47e-18,7.707888888888889e-17,2.3928333333333336e-18
58730.42,7.93e-17,1.49e-18,7.685222222222222e-17,2.3982685185185184e-18
58733.4,7.2e-17,1.21e-18,7.66688888888889e-17,2.4034074074074078e-18
58736.43,7.53e-17,1.4e-18,7.663888888888887e-17,2.2806944444444447e-18
58738.37,7.39e-17,3.9149999999999996e-18,7.648888888888889e-17,2.3350370370370375e-18
58739.4,8.13e-17,5.06e-18,7.725222222222222e-17,2.994296296296297e-18
58739.45,8.029999999999999e-17,5.66e-18,7.717055555555557e-17,3.0551111111111125e-18
58745.35,8.12e-17,4.53e-18,7.692055555555555e-17,3.175962962962964e-18
58745.38,7.1e-17,4.59e-18,7.678166666666666e-17,3.28377777777778e-18
58748.34,7.09e-17,9.57e-18,7.674666666666667e-17,3.2791481481481502e-18
58748.36,7.685000000000001e-17,2.2e-18,7.665166666666667e-17,3.3116666666666683e-18
58749.37,7.45e-17,1.755e-18,7.6625e-17,3.324870370370372e-18
58750.33,7.645e-17,2.2500000000000004e-18,7.676833333333334e-17,3.3004074074074092e-18
58751.32,7.68e-17,2.47e-18,7.691000000000001e-17,3.1759444444444457e-18
58756.4,8.16e-17,2.27e-18,7.7205e-17,3.162185185185186e-18
58759.31,7.710000000000001e-17,5.694999999999999e-19,7.74075e-17,3.119537037037038e-18
58761.37,7.53e-17,1.745e-18,7.736972222222223e-17,3.177907407407408e-18
58763.29,7.7e-17,2.235e-18,7.731083333333332e-17,3.0984259259259268e-18
58765.42,7.38e-17,1.84e-18,7.758916666666668e-17,3.031907407407408e-18
58774.24,7.605e-17,4.9700000000000005e-18,7.794e-17,3.0621481481481498e-18
58775.19,7.28e-17,2.62e-18,7.781e-17,2.9418333333333347e-18
58775.29,7.34e-17,2.03e-18,7.800666666666667e-17,3.146962962962965e-18
58776.29,7.735e-17,2.905e-18,7.769333333333334e-17,3.1794259259259273e-18
58777.3,7.63e-17,3.385e-18,7.779e-17,3.102370370370371e-18
58778.19,7.68e-17,3.03e-18,7.792833333333334e-17,2.9893148148148158e-18
58778.2,7.97e-17,3.1924999999999998e-18,7.795333333333334e-17,2.9873148148148157e-18
58778.29,7.77e-17,3.73e-18,7.798333333333332e-17,2.9974814814814824e-18
58778.34,8.185e-17,3.6775e-18,7.795722222222223e-17,3.0613703703703716e-18
58778.35,7.9875e-17,4.575e-18,7.789222222222223e-17,3.163277777777778e-18
58778.36,7.466666666666666e-17,3.613333333333333e-18,7.769666666666667e-17,3.086518518518519e-18
58778.37,7.753333333333332e-17,4.176666666666667e-18,7.759666666666666e-17,3.19950925925926e-18
58778.42,8.035e-17,4.295e-18,7.767666666666666e-17,3.1376296296296295e-18
58778.43,8.2225e-17,5.2425e-18,7.763499999999999e-17,3.2048425925925924e-18
58778.44,7.75e-17,5.035e-18,7.774500000000001e-17,3.112583333333333e-18
58778.45,7.74e-17,4.626666666666667e-18,7.696166666666667e-17,2.432305555555556e-18
58778.46,8.62e-17,5.61e-18,7.691666666666666e-17,2.4872222222222223e-18
58779.19,7.18e-17,2.62e-18,7.705333333333333e-17,2.3691388888888885e-18
58779.2,7.39e-17,3.1875e-18,7.736999999999999e-17,2.374333333333332e-18
58779.23,7.505000000000001e-17,2.125e-18,7.7505e-17,2.462444444444443e-18
58779.25,7.76e-17,2.68e-18,7.773833333333333e-17,2.570305555555554e-18
58779.26,7.54e-17,2.616666666666667e-18,7.783e-17,2.5524629629629613e-18
