mjd,flux,fluxe,flux_rolling_mean,flux_rolling_rmsd
58368.4,1.635e-16,2.49e-18,1.5713333333333335e-16,5.3522222222222225e-18
58369.44,1.6e-16,2.52e-18,1.5803333333333335e-16,5.836666666666667e-18
58370.39,1.66e-16,2.86e-18,1.5949999999999998e-16,5.9500000000000015e-18
58371.38,1.6599999999999999e-16,2.39e-18,1.6121666666666666e-16,5.944444444444446e-18
58372.41,1.67e-16,2.53e-18,1.6345e-16,5.190000000000002e-18
58372.43,1.68e-16,1.63e-18,1.649e-16,5.344444444444445e-18
58373.41,1.69e-16,2.71e-18,1.6616666666666667e-16,5.387777777777778e-18
58373.42,1.62e-16,2.03e-18,1.6676666666666665e-16,4.923333333333334e-18
58374.4,1.7e-16,2.99e-18,1.6763333333333332e-16,4.607777777777777e-18
58374.41,1.66e-16,2.54e-18,1.683e-16,4.917777777777776e-18
58375.42,1.73e-16,2.62e-18,1.6993333333333333e-16,5.18222222222222e-18
58376.44,1.74e-16,2.57e-18,1.7113333333333333e-16,5.3644444444444426e-18
58377.36,1.735e-16,2.655e-18,1.725e-16,5.799999999999998e-18
58378.45,1.65e-16,2.91e-18,1.737e-16,6.141111111111108e-18
58379.37,1.78e-16,3.17e-18,1.7463333333333334e-16,6.128888888888886e-18
58380.36,1.575e-16,3.0149999999999997e-18,1.7526666666666669e-16,6.049999999999997e-18
58382.43,1.81e-16,2.56e-18,1.7598333333333333e-16,6.132777777777776e-18
58383.42,1.825e-16,6.7300000000000004e-18,1.7688333333333333e-16,6.441666666666666e-18
58384.32,1.8e-16,9.56e-18,1.7745e-16,6.5027777777777764e-18
58384.47,1.83e-16,9.65e-18,1.7785e-16,6.486111111111109e-18
58385.38,1.8e-16,1.39e-17,1.7828333333333333e-16,6.632777777777775e-18
58385.4,1.77e-16,9.97e-18,1.7878333333333332e-16,6.939999999999999e-18
58386.47,1.87e-16,1.965e-17,1.802166666666667e-16,8.251666666666666e-18
58389.38,1.69e-16,1e-17,1.8074999999999998e-16,8.406666666666667e-18
58389.39,1.93e-16,9.94e-18,1.8078333333333333e-16,8.466111111111109e-18
58390.36,1.86e-16,6.87e-18,1.8031666666666666e-16,8.84111111111111e-18
58397.36,1.97e-16,2.72e-18,1.7945e-16,9.28388888888889e-18
58425.2,1.97e-16,6.51e-18,1.7878333333333334e-16,9.426666666666667e-18
58427.33,1.8e-16,6.83e-18,1.777e-16,9.949222222222221e-18
58428.22,1.87e-16,3.13e-18,1.7713333333333333e-16,9.868555555555556e-18
58430.3,1.85e-16,2.29e-18,1.7615e-16,9.856333333333332e-18
58431.23,1.87e-16,6.45e-18,1.7576666666666665e-16,9.340555555555554e-18
58434.27,1.83e-16,5.43e-18,1.7466666666666666e-16,9.263444444444442e-18
58435.2,1.78e-16,5.15e-18,1.737166666666667e-16,9.471555555555553e-18
58436.19,1.8e-16,7.17e-18,1.7205e-16,9.694999999999997e-18
58437.23,1.83e-16,4.94e-18,1.7068333333333332e-16,9.702722222222219e-18
58472.17,1.78e-16,1.12e-17,1.6858333333333332e-16,1.0578833333333331e-17
58475.1,1.71e-16,9.72e-18,1.6685e-16,1.0633111111111108e-17
58483.18,1.52e-16,4.38e-18,1.6555e-16,1.0457166666666665e-17
58487.15,1.47e-16,3.5e-18,1.6335e-16,1.0268888888888889e-17
58488.15,1.54e-16,3.37e-18,1.6115e-16,1.013972222222222e-17
58490.11,1.41e-16,4.3449999999999996e-18,1.5767666666666668e-16,1.0321999999999998e-17
58491.13,1.48e-16,3.36e-18,1.5428e-16,1.03325e-17
58493.18,1.485e-16,4.02e-18,1.5149999999999997e-16,1.0757833333333333e-17
58494.17,1.46e-16,3.99e-18,1.4829333333333331e-16,1.1050111111111111e-17
58503.17,1.48e-16,1.49e-17,1.4529666666666666e-16,1.1151055555555557e-17
58505.15,1.54e-16,1.26e-17,1.4214e-16,1.119972222222222e-17
