mjd,flux,fluxe,flux_rolling_mean,flux_rolling_rmsd
58366.5,1.06e-16,9.585e-19,1.0516333333333333e-16,3.482444444444445e-18
58367.48,1.05e-16,1.22e-18,1.0521333333333334e-16,3.3844444444444447e-18
58368.44,1.04e-16,8.46e-19,1.0518e-16,3.3686666666666665e-18
58369.43,1.07e-16,9.2e-19,1.0494666666666667e-16,3.455777777777777e-18
58369.44,1.04e-16,5.77e-19,1.0492666666666666e-16,3.4277777777777778e-18
58370.42,1.05e-16,8.92e-19,1.0454666666666668e-16,3.4504444444444445e-18
58371.44,1.05e-16,1.25e-18,1.0441333333333333e-16,3.4208888888888887e-18
58372.48,1.07e-16,7.55e-19,1.0473e-16,3.4448888888888895e-18
58372.49,1.06e-16,6.35e-19,1.0476333333333333e-16,3.497333333333334e-18
58373.48,1.05e-16,1.19e-18,1.0493e-16,3.3282222222222223e-18
58374.38,1.03e-16,1.74e-19,1.0456333333333334e-16,3.2764444444444445e-18
58375.41,1.07e-16,7.44e-19,1.0448000000000001e-16,3.201111111111112e-18
58375.42,1.02e-16,4.03e-19,1.0503e-16,2.951888888888889e-18
58377.41,9.92e-17,7.25e-19,1.0449666666666667e-16,2.4534444444444444e-18
58378.4,1.034e-16,6.335e-19,1.0508666666666666e-16,2.7232222222222217e-18
58379.42,1.04e-16,1.1e-18,1.0528666666666667e-16,2.7863333333333323e-18
58380.42,1.05e-16,7.61e-20,1.0525333333333333e-16,2.7717777777777768e-18
58382.36,1.01e-16,3.18e-18,1.0498666666666666e-16,2.9991111111111102e-18
58382.37,9.89e-17,2.32e-18,1.0502000000000002e-16,2.9953333333333325e-18
58383.4,9.96e-17,3.03e-18,1.0488666666666666e-16,2.9602222222222217e-18
58384.53,1.04e-16,2.94e-18,1.0498666666666667e-16,3.017e-18
58385.32,1.1050000000000001e-16,6.49e-18,1.0492e-16,3.0646666666666665e-18
58386.39,1.12e-16,4.8e-18,1.0515333333333333e-16,3.28011111111111e-18
58386.4,1.05e-16,5.66e-18,1.0572e-16,3.848166666666666e-18
58390.26,1.01e-16,5.99e-18,1.0558666666666667e-16,3.9009999999999995e-18
58397.4,1.06e-16,3.31e-19,1.0558666666666666e-16,3.902722222222221e-18
58422.35,1.1e-16,2.98e-18,1.0525000000000001e-16,4.266333333333332e-18
58423.37,1.06e-16,1.12e-18,1.0473e-16,4.658055555555553e-18
58424.29,1.18e-16,9.98e-18,1.0466333333333333e-16,4.7483333333333316e-18
58425.27,1.09e-16,2.03e-18,1.0475666666666668e-16,4.6991666666666646e-18
58425.28,1.05e-16,9.53e-19,1.046e-16,4.871444444444442e-18
58428.29,9.7e-17,2.06e-18,1.0403333333333334e-16,5.445944444444443e-18
58429.32,1.05e-16,1.46e-18,1.0393333333333334e-16,5.553777777777776e-18
58431.29,1.03e-16,4.69e-18,1.04e-16,5.518277777777776e-18
58431.35,1.07e-16,4.17e-18,1.0437e-16,5.432444444444443e-18
58432.31,1.03e-16,1.4e-18,1.0488333333333333e-16,5.5304999999999984e-18
58434.31,1.12e-16,3.97e-18,1.0495000000000001e-16,5.539999999999998e-18
58435.33,1.24e-16,6.82e-18,1.0468833333333333e-16,5.529166666666665e-18
58436.3,1.02e-16,7.46e-18,1.0482166666666668e-16,5.558555555555555e-18
58437.3,1.05e-16,2.15e-18,1.0512166666666666e-16,5.7266111111111094e-18
58438.28,9.29e-17,9.32e-18,1.0537166666666667e-16,5.5838888888888876e-18
58439.3,9.14e-17,3.82e-18,1.0567166666666665e-16,5.752166666666664e-18
58456.22,1e-16,1.65e-18,1.0573833333333333e-16,5.649111111111109e-18
58456.26,1.02e-16,8.47e-19,1.0582166666666666e-16,5.701055555555554e-18
58462.27,9.87e-17,7.08e-18,1.05555e-16,5.329666666666665e-18
58462.29,8.7e-17,1.47e-17,1.0552166666666667e-16,5.352499999999998e-18
58464.28,1.02e-16,2.38e-18,1.0548833333333333e-16,5.661555555555554e-18
58468.26,1.03e-16,2.23e-18,1.0592166666666668e-16,5.586166666666665e-18
58472.26,1.1e-16,6.64e-18,1.06455e-16,5.738222222222221e-18
58472.27,1.15e-16,7.7e-18,1.0677166666666667e-16,5.825055555555555e-18
58474.31,1.06e-16,8.33e-18,1.0727166666666667e-16,5.9216666666666656e-18
58475.3,1.0265e-16,6.02e-18,1.07905e-16,6.037055555555555e-18
58481.3,1.16e-16,5.28e-18,1.0827166666666666e-16,5.998000000000001e-18
58486.12,1.14e-16,2.05e-18,1.0823833333333335e-16,5.520944444444444e-18
58487.12,1.085e-16,1.985e-18,1.08805e-16,5.460222222222222e-18
58488.12,1.15e-16,2.04e-17,1.0953833333333335e-16,5.7672777777777775e-18
58490.17,1.12e-16,2.04e-18,1.1034166666666666e-16,5.392111111111112e-18
58491.11,1.085e-16,2.675e-18,1.1132833333333334e-16,4.995833333333334e-18
58493.13,1.1e-16,2e-18,1.12195e-16,5.040666666666667e-18
58494.11,1.08e-16,1.81e-18,1.1292833333333333e-16,5.056611111111112e-18
58503.11,1.04e-16,9.84e-18,1.1367166666666667e-16,4.859222222222224e-18
58505.11,1.1e-16,4.83e-18,1.1477166666666668e-16,4.2623888888888904e-18
58510.11,1.21e-16,7.93e-18,1.1537166666666665e-16,4.1866666666666675e-18
58540.11,1.125e-16,3.12e-18,1.1610500000000002e-16,4.1942777777777775e-18
58681.46,1.22e-16,6.6e-18,1.1647166666666668e-16,4.117777777777778e-18
58691.44,1.22e-16,2.85e-18,1.16655e-16,3.9185e-18
58692.49,1.23e-16,2.17e-18,1.1712166666666666e-16,3.975555555555556e-18
58693.5,1.23e-16,2.96e-18,1.1800000000000002e-16,3.997611111111113e-18
58695.46,1.19e-16,8.46e-19,1.18e-16,3.975000000000001e-18
58696.5,1.27e-16,1.96e-18,1.1766666666666667e-16,4.433500000000001e-18
58700.44,1.17e-16,1.17e-18,1.1821666666666668e-16,4.451666666666669e-18
58701.5,1.21e-16,4.78e-18,1.1861666666666667e-16,4.357388888888892e-18
58704.48,1.26e-16,1.63e-18,1.1891666666666667e-16,4.43877777777778e-18
58705.46,1.24e-16,9.1e-19,1.197e-16,4.560055555555558e-18
58706.48,1.21e-16,2.56e-18,1.2006666666666665e-16,4.649111111111115e-18
58707.48,1.2e-16,5.27e-19,1.2061666666666668e-16,4.532611111111114e-18
58711.42,1.2e-16,4.350000000000001e-18,1.2121666666666665e-16,4.355777777777779e-18
58712.44,1.25e-16,5.05e-18,1.2185000000000002e-16,4.283388888888891e-18
58713.5,1.21e-16,4.54e-18,1.2225000000000001e-16,4.30577777777778e-18
