mjd,flux,fluxe,flux_rolling_mean,flux_rolling_rmsd
58379.46,1.35e-16,2.66e-18,1.3193333333333333e-16,6.0005555555555535e-18
58380.41,1.33e-16,2.55e-18,1.319e-16,6.164444444444441e-18
58382.42,1.35e-16,4.45e-18,1.3196666666666665e-16,6.206666666666661e-18
58383.44,1.37e-16,5.75e-18,1.319e-16,6.387777777777772e-18
58384.36,1.28e-16,1e-17,1.313e-16,6.939999999999994e-18
58384.47,1.42e-16,9.14e-18,1.310333333333333e-16,6.973333333333329e-18
58385.39,1.23e-16,1.45e-17,1.3033333333333334e-16,7.182222222222219e-18
58385.45,1.46e-16,1.29e-17,1.3143333333333332e-16,7.538888888888886e-18
58386.49,1.49e-16,1.66e-17,1.3203333333333335e-16,7.689999999999997e-18
58390.38,1.14e-16,7.37e-18,1.3291666666666665e-16,8.33444444444444e-18
58390.4,1.23e-16,8.07e-18,1.3301666666666667e-16,8.405555555555553e-18
58397.38,1.27e-16,2.75e-18,1.3355e-16,8.686111111111107e-18
58425.34,1.31e-16,3.32e-18,1.3399999999999998e-16,8.873333333333331e-18
58427.33,1.17e-16,8.53e-18,1.3481666666666666e-16,9.27611111111111e-18
58428.29,1.26e-16,3.57e-18,1.3468333333333333e-16,9.438888888888888e-18
58430.31,1.25e-16,1.69e-18,1.3506666666666664e-16,9.452777777777776e-18
58431.24,1.34e-16,6.57e-18,1.3551666666666666e-16,9.503333333333331e-18
58434.28,1.3e-16,4.53e-18,1.3571666666666666e-16,9.668333333333333e-18
58436.24,1.17e-16,6.69e-18,1.3618333333333333e-16,9.674444444444444e-18
58437.25,1.3e-16,5.83e-18,1.3645e-16,9.554444444444444e-18
58462.26,1.21e-16,1.26e-17,1.3688333333333334e-16,9.7e-18
58466.25,1.57e-16,2.26e-17,1.3755e-16,9.727777777777777e-18
58469.16,1.47e-16,9.9e-18,1.3884999999999998e-16,9.818888888888888e-18
58469.17,1.59e-16,9.76e-18,1.3915e-16,9.429999999999997e-18
58472.17,1.34e-16,1.24e-17,1.3888333333333335e-16,9.264444444444443e-18
58472.2,1.49e-16,1.34e-17,1.4025e-16,8.68833333333333e-18
58474.12,1.47e-16,1.22e-17,1.4095e-16,8.707777777777774e-18
58475.11,1.555e-16,1.265e-17,1.4174999999999999e-16,8.648333333333332e-18
58481.27,1.33e-16,6.07e-18,1.4211666666666666e-16,9.038333333333333e-18
