mjd	ab_mag	ab_mag_err	flux_dens	flux_dens_err
58247.48	19.37	0.08	8.71e-17	6.07e-18
58247.48	12.35	nan	5.59e-14	nan
58254.44	19.40	0.05	8.50e-17	3.79e-18
58254.44	12.30	nan	5.89e-14	nan
58262.46	12.33	nan	5.71e-14	nan
58269.48	12.39	nan	5.42e-14	nan
58269.48	19.82	nan	5.77e-17	nan
58275.46	12.36	nan	5.57e-14	nan
58275.46	12.41	nan	5.33e-14	nan
58278.42	12.35	nan	5.60e-14	nan
58278.42	19.39	0.04	8.54e-17	3.29e-18
58281.42	12.39	nan	5.40e-14	nan
58281.42	19.49	0.03	7.82e-17	2.38e-18
58284.40	10.15	nan	4.26e-13	nan
58284.40	18.47	nan	1.99e-16	nan
58287.42	19.38	0.05	8.65e-17	4.35e-18
58287.42	12.40	nan	5.36e-14	nan
58290.44	12.40	nan	5.37e-14	nan
58290.44	19.48	0.04	7.87e-17	2.70e-18
58293.44	19.39	0.03	8.54e-17	2.64e-18
58293.44	12.42	nan	5.27e-14	nan
58297.44	12.39	nan	5.39e-14	nan
58297.44	20.03	nan	4.76e-17	nan
58301.40	12.36	nan	5.54e-14	nan
58301.40	19.50	0.16	7.75e-17	1.12e-17
58301.40	12.36	nan	5.53e-14	nan
58301.40	19.46	0.16	8.02e-17	1.21e-17
58301.43	19.16	0.14	1.06e-16	1.36e-17
58301.43	12.37	nan	5.49e-14	nan
58302.38	19.62	0.18	6.91e-17	1.13e-17
58302.38	12.35	nan	5.61e-14	nan
58302.38	12.35	nan	5.63e-14	nan
58302.38	19.55	0.16	7.42e-17	1.10e-17
58302.42	12.38	nan	5.47e-14	nan
58305.44	12.31	nan	5.84e-14	nan
58305.44	19.36	0.06	8.78e-17	4.90e-18
58311.36	12.06	nan	7.31e-14	nan
58311.36	19.46	0.05	8.00e-17	3.56e-18
58314.38	12.22	nan	6.34e-14	nan
58314.38	19.38	0.05	8.62e-17	4.35e-18
58317.40	12.10	nan	7.07e-14	nan
58320.44	11.89	nan	8.55e-14	nan
58320.44	19.45	0.07	8.06e-17	5.44e-18
58323.40	19.26	0.11	9.64e-17	1.01e-17
58323.40	12.37	nan	5.52e-14	nan
58326.44	19.53	nan	7.55e-17	nan
58326.44	12.18	nan	6.54e-14	nan
58329.42	12.31	nan	5.79e-14	nan
58329.42	19.05	0.20	1.17e-16	2.19e-17
58332.44	19.23	0.09	9.89e-17	8.44e-18
58332.44	12.26	nan	6.09e-14	nan
58333.41	19.65	0.09	6.71e-17	5.75e-18
58333.42	19.41	0.07	8.42e-17	5.33e-18
58338.36	19.45	0.06	8.13e-17	4.32e-18
58338.36	12.34	nan	5.65e-14	nan
