mjd	ab_mag	ab_mag_err	flux_dens	flux_dens_err
58434.22	11.94	nan	2.98e-14	nan
58639.47	11.88	nan	3.15e-14	nan
58639.47	18.62	0.03	6.32e-17	1.56e-18
58649.32	18.63	0.13	6.28e-17	7.29e-18
58649.32	11.72	nan	3.63e-14	nan
58653.46	18.75	0.10	5.61e-17	5.22e-18
58653.46	11.88	nan	3.14e-14	nan
58658.42	11.89	nan	3.12e-14	nan
58658.42	18.73	0.04	5.71e-17	2.11e-18
58662.34	11.89	nan	3.10e-14	nan
58662.34	18.75	0.04	5.61e-17	2.10e-18
58666.44	18.74	0.03	5.67e-17	1.76e-18
58666.44	11.91	nan	3.06e-14	nan
58670.40	11.91	nan	3.07e-14	nan
58670.40	18.71	0.02	5.82e-17	9.28e-19
58688.34	18.67	0.04	6.02e-17	2.36e-18
58688.34	11.83	nan	3.30e-14	nan
58692.30	11.84	nan	3.25e-14	nan
58692.30	18.70	0.05	5.87e-17	2.78e-18
58698.39	11.70	nan	3.69e-14	nan
58698.39	18.72	0.03	5.76e-17	1.69e-18
58703.38	18.77	0.03	5.53e-17	1.55e-18
58703.38	11.84	nan	3.27e-14	nan
58707.25	18.76	0.07	5.54e-17	3.44e-18
58707.25	11.89	nan	3.11e-14	nan
58712.21	11.89	nan	3.11e-14	nan
58712.21	18.94	0.13	4.69e-17	5.57e-18
58716.33	11.90	nan	3.09e-14	nan
58716.33	18.72	0.05	5.75e-17	2.48e-18
58724.33	11.86	nan	3.20e-14	nan
58724.33	18.72	0.03	5.77e-17	1.70e-18
58732.32	18.71	0.03	5.82e-17	1.73e-18
58732.32	11.82	nan	3.34e-14	nan
58736.32	11.92	nan	3.03e-14	nan
58744.34	11.86	nan	3.19e-14	nan
58744.34	18.80	0.07	5.35e-17	3.35e-18
58748.28	18.71	0.05	5.82e-17	2.61e-18
58748.28	11.79	nan	3.43e-14	nan
58754.30	11.82	nan	3.32e-14	nan
58754.30	18.70	0.08	5.89e-17	4.34e-18
58761.31	11.86	nan	3.20e-14	nan
58761.31	18.73	0.05	5.69e-17	2.83e-18
58767.09	11.83	nan	3.29e-14	nan
58767.09	19.11	nan	4.04e-17	nan
59340.46	11.95	nan	2.95e-14	nan
59340.46	18.64	0.05	6.22e-17	2.73e-18
59363.42	12.03	nan	2.75e-14	nan
59363.42	18.60	0.07	6.42e-17	4.30e-18
59366.42	11.96	nan	2.93e-14	nan
59366.42	18.77	0.08	5.52e-17	3.89e-18
59371.42	18.72	0.03	5.77e-17	1.54e-18
59371.42	12.00	nan	2.82e-14	nan
59375.44	18.73	0.04	5.74e-17	1.94e-18
59375.44	12.03	nan	2.75e-14	nan
59378.44	18.73	0.03	5.75e-17	1.33e-18
59378.44	12.03	nan	2.74e-14	nan
59381.43	7.65	nan	1.54e-12	nan
59381.43	16.15	nan	6.16e-16	nan
59385.44	11.99	nan	2.85e-14	nan
59385.44	18.74	0.04	5.69e-17	2.07e-18
59391.38	18.62	0.09	6.34e-17	5.52e-18
59391.38	12.02	nan	2.77e-14	nan
59394.40	18.67	0.08	6.05e-17	4.52e-18
59394.40	11.93	nan	3.01e-14	nan
59399.36	18.77	0.05	5.51e-17	2.42e-18
59399.36	11.92	nan	3.04e-14	nan
59402.36	11.96	nan	2.92e-14	nan
59402.36	18.68	0.05	6.01e-17	2.98e-18
59407.40	11.83	nan	3.30e-14	nan
59407.40	18.64	0.03	6.19e-17	1.71e-18
59410.32	11.79	nan	3.42e-14	nan
59410.32	18.71	0.03	5.81e-17	1.79e-18
59417.39	18.88	nan	4.96e-17	nan
59417.39	11.26	nan	5.58e-14	nan
59422.34	18.72	0.08	5.77e-17	4.44e-18
59422.34	11.96	nan	2.92e-14	nan
59425.34	18.64	0.04	6.21e-17	2.25e-18
59425.34	11.92	nan	3.03e-14	nan
59428.28	11.94	nan	2.96e-14	nan
59428.28	18.72	0.04	5.78e-17	2.12e-18
59434.38	11.98	nan	2.86e-14	nan
59434.38	18.68	0.02	5.98e-17	9.52e-19
59439.40	11.84	nan	3.27e-14	nan
59439.40	18.63	0.04	6.29e-17	2.44e-18
59442.26	18.60	0.05	6.46e-17	2.84e-18
59442.26	11.91	nan	3.06e-14	nan
59446.29	11.97	nan	2.89e-14	nan
59446.29	18.54	0.13	6.81e-17	7.94e-18
59449.30	12.01	nan	2.80e-14	nan
59449.30	18.65	0.10	6.17e-17	5.50e-18
59453.24	18.68	0.04	5.97e-17	2.16e-18
59453.24	12.01	nan	2.80e-14	nan
59458.30	11.97	nan	2.90e-14	nan
59458.30	18.71	0.04	5.84e-17	1.89e-18
59461.32	12.01	nan	2.79e-14	nan
59461.32	18.73	0.03	5.72e-17	1.70e-18
59464.19	11.96	nan	2.92e-14	nan
59464.19	18.69	0.04	5.91e-17	2.38e-18
59467.32	18.69	0.02	5.96e-17	1.28e-18
59467.32	11.95	nan	2.96e-14	nan
59471.17	18.55	0.07	6.73e-17	4.21e-18
59471.17	11.95	nan	2.95e-14	nan
59474.20	12.01	nan	2.80e-14	nan
59474.20	18.66	0.07	6.10e-17	3.70e-18
59477.19	12.03	nan	2.73e-14	nan
59477.19	18.74	0.09	5.66e-17	4.50e-18
59483.30	11.81	nan	3.36e-14	nan
59483.30	18.66	0.06	6.11e-17	3.59e-18
59486.19	12.04	nan	2.72e-14	nan
59486.19	18.80	0.03	5.38e-17	1.57e-18
59503.19	12.02	nan	2.75e-14	nan
59503.19	18.56	0.08	6.66e-17	5.02e-18
59521.18	18.62	0.04	6.32e-17	2.22e-18
59521.18	12.03	nan	2.74e-14	nan
59524.19	12.05	nan	2.69e-14	nan
59524.19	18.62	0.03	6.35e-17	1.94e-18
59527.19	18.73	0.06	5.74e-17	3.34e-18
59527.19	12.04	nan	2.72e-14	nan
59531.22	18.71	0.09	5.85e-17	4.94e-18
59531.22	12.02	nan	2.75e-14	nan
59538.11	11.98	nan	2.85e-14	nan
59538.11	18.74	0.08	5.67e-17	3.96e-18
59542.14	18.59	0.05	6.51e-17	2.92e-18
59542.14	12.01	nan	2.78e-14	nan
