mjd	ab_mag	ab_mag_err	flux_dens	flux_dens_err
58274.48	18.00	0.03	1.70e-16	4.07e-18
58277.43	18.06	0.03	1.62e-16	4.83e-18
58280.48	18.14	0.03	1.51e-16	3.77e-18
58283.47	18.06	0.01	1.61e-16	2.20e-18
58286.47	18.08	0.01	1.59e-16	1.16e-18
58289.47	18.07	0.00	1.61e-16	2.32e-19
58292.48	18.04	0.01	1.64e-16	1.68e-18
58298.46	18.20	0.04	1.42e-16	5.60e-18
58301.45	18.14	0.02	1.50e-16	3.02e-18
58304.41	18.12	0.02	1.53e-16	2.53e-18
58307.40	18.10	0.01	1.56e-16	1.57e-18
58313.42	18.10	0.00	1.57e-16	6.46e-19
58316.46	18.09	0.01	1.58e-16	1.01e-18
58319.46	18.12	0.01	1.53e-16	1.72e-18
58322.48	18.08	0.01	1.59e-16	1.20e-18
58325.48	18.08	0.01	1.59e-16	1.99e-18
58327.41	18.07	0.04	1.60e-16	6.55e-18
58327.41	18.08	0.05	1.59e-16	6.69e-18
58328.43	18.12	0.06	1.53e-16	8.04e-18
58331.42	18.18	0.03	1.44e-16	4.05e-18
58334.44	18.07	0.01	1.61e-16	1.99e-18
58335.42	12.43	nan	2.90e-14	nan
58335.42	18.13	0.01	1.52e-16	1.24e-18
58335.42	12.45	nan	2.84e-14	nan
58335.42	12.43	nan	2.88e-14	nan
58335.43	12.44	nan	2.85e-14	nan
58335.43	12.43	nan	2.88e-14	nan
58335.43	18.14	0.01	1.50e-16	1.36e-18
58335.43	12.43	nan	2.90e-14	nan
58336.42	18.15	0.01	1.49e-16	1.25e-18
58336.42	12.44	nan	2.87e-14	nan
58336.42	12.46	nan	2.81e-14	nan
58336.42	12.43	nan	2.88e-14	nan
58336.43	12.43	nan	2.88e-14	nan
58336.43	12.44	nan	2.87e-14	nan
58336.43	18.12	0.01	1.53e-16	1.34e-18
58336.43	12.45	nan	2.83e-14	nan
58337.34	18.10	0.01	1.56e-16	1.05e-18
58343.46	18.13	0.01	1.51e-16	1.49e-18
58346.41	18.14	0.01	1.50e-16	1.57e-18
58347.43	18.17	0.02	1.46e-16	2.11e-18
58347.43	12.35	nan	3.10e-14	nan
58347.43	12.35	nan	3.10e-14	nan
58347.43	12.37	nan	3.05e-14	nan
58349.35	18.17	0.01	1.47e-16	1.38e-18
58352.47	18.14	0.01	1.50e-16	1.70e-18
58353.35	12.44	nan	2.86e-14	nan
58353.35	12.41	nan	2.95e-14	nan
58353.35	12.41	nan	2.95e-14	nan
58353.35	18.18	0.01	1.45e-16	7.95e-19
58354.32	12.40	nan	2.98e-14	nan
58354.32	12.40	nan	2.97e-14	nan
58354.32	18.16	0.02	1.47e-16	2.17e-18
58354.32	12.42	nan	2.92e-14	nan
58355.33	12.43	nan	2.90e-14	nan
58355.33	12.43	nan	2.88e-14	nan
58355.33	18.16	0.02	1.48e-16	3.28e-18
58355.33	12.44	nan	2.86e-14	nan
58355.37	17.41	nan	2.94e-16	nan
58355.47	18.08	0.02	1.58e-16	2.35e-18
58356.33	12.47	nan	2.79e-14	nan
58356.33	12.44	nan	2.85e-14	nan
58356.33	18.10	0.03	1.55e-16	3.84e-18
58356.33	12.45	nan	2.83e-14	nan
58357.35	12.46	nan	2.80e-14	nan
58357.35	18.06	0.03	1.62e-16	3.86e-18
58357.35	12.45	nan	2.83e-14	nan
58357.35	12.45	nan	2.85e-14	nan
58358.42	18.19	0.05	1.43e-16	7.04e-18
58359.39	12.40	nan	2.97e-14	nan
58359.39	12.44	nan	2.88e-14	nan
58359.39	18.17	0.03	1.46e-16	4.02e-18
58359.39	12.41	nan	2.93e-14	nan
58361.35	18.16	0.02	1.47e-16	2.49e-18
58362.38	12.43	nan	2.90e-14	nan
58362.38	18.14	0.01	1.50e-16	9.34e-19
58362.38	12.42	nan	2.91e-14	nan
58362.38	12.44	nan	2.88e-14	nan
58363.44	18.19	0.01	1.44e-16	1.11e-18
58363.44	12.43	nan	2.89e-14	nan
58363.44	12.41	nan	2.95e-14	nan
58363.44	12.40	nan	2.98e-14	nan
58364.33	12.35	nan	3.11e-14	nan
58364.33	18.19	0.01	1.43e-16	1.59e-18
58364.33	12.37	nan	3.05e-14	nan
58364.33	12.36	nan	3.08e-14	nan
58364.34	18.16	0.00	1.48e-16	2.92e-19
58365.37	18.16	0.01	1.47e-16	1.77e-18
58365.37	12.42	nan	2.92e-14	nan
58365.37	12.41	nan	2.94e-14	nan
58365.37	12.43	nan	2.89e-14	nan
58366.39	12.42	nan	2.92e-14	nan
58366.39	12.44	nan	2.87e-14	nan
58366.39	18.16	0.01	1.47e-16	1.87e-18
58366.39	12.42	nan	2.92e-14	nan
58366.39	18.13	0.01	1.52e-16	1.41e-18
58367.35	12.43	nan	2.89e-14	nan
58367.35	12.41	nan	2.95e-14	nan
58367.35	18.22	0.02	1.40e-16	2.11e-18
58367.35	12.41	nan	2.95e-14	nan
58367.35	18.18	0.01	1.45e-16	1.44e-18
58367.37	18.12	0.01	1.53e-16	1.45e-18
58368.33	18.20	0.01	1.43e-16	1.19e-18
58368.33	18.17	0.01	1.46e-16	1.76e-18
58368.33	12.43	nan	2.90e-14	nan
58368.33	12.41	nan	2.94e-14	nan
58368.33	12.42	nan	2.93e-14	nan
58369.39	12.41	nan	2.95e-14	nan
58369.39	18.20	0.01	1.42e-16	1.95e-18
58369.39	12.42	nan	2.91e-14	nan
58369.39	12.41	nan	2.96e-14	nan
58369.39	18.14	0.01	1.51e-16	1.36e-18
58370.31	18.17	0.01	1.46e-16	1.32e-18
58370.31	12.44	nan	2.86e-14	nan
58370.31	12.42	nan	2.92e-14	nan
58370.31	12.42	nan	2.91e-14	nan
58370.31	18.20	0.01	1.43e-16	1.68e-18
58370.41	18.15	0.01	1.49e-16	1.28e-18
58371.33	12.43	nan	2.89e-14	nan
58371.33	18.18	0.01	1.45e-16	1.84e-18
58371.33	12.45	nan	2.84e-14	nan
58371.33	12.43	nan	2.90e-14	nan
58371.33	18.17	0.01	1.46e-16	1.37e-18
58372.34	12.44	nan	2.87e-14	nan
58372.34	12.44	nan	2.86e-14	nan
58372.34	12.46	nan	2.81e-14	nan
58372.34	18.18	0.01	1.45e-16	1.63e-18
58373.33	18.18	0.00	1.45e-16	3.69e-19
58374.35	12.43	nan	2.90e-14	nan
58374.35	12.42	nan	2.91e-14	nan
58374.35	12.45	nan	2.84e-14	nan
58374.35	18.18	0.02	1.45e-16	2.01e-18
58376.36	18.16	0.01	1.48e-16	1.43e-18
58378.29	12.45	nan	2.84e-14	nan
58378.29	12.42	nan	2.91e-14	nan
58378.29	18.16	0.01	1.47e-16	1.69e-18
58378.29	12.43	nan	2.88e-14	nan
58379.28	12.45	nan	2.83e-14	nan
58379.28	12.46	nan	2.82e-14	nan
58379.28	18.18	0.01	1.45e-16	1.36e-18
58379.28	12.48	nan	2.75e-14	nan
58379.40	18.17	0.01	1.46e-16	1.46e-18
58380.28	12.47	nan	2.79e-14	nan
58380.28	18.18	0.01	1.45e-16	1.46e-18
58380.28	12.46	nan	2.82e-14	nan
58382.35	18.17	0.01	1.46e-16	1.07e-18
58383.35	18.23	0.01	1.39e-16	1.84e-18
58383.35	12.40	nan	2.96e-14	nan
58383.35	12.40	nan	2.96e-14	nan
58385.28	18.20	0.03	1.42e-16	4.18e-18
58388.28	18.18	0.03	1.45e-16	4.29e-18
58389.33	12.41	nan	2.95e-14	nan
58389.33	12.41	nan	2.94e-14	nan
58389.33	18.27	0.02	1.34e-16	2.74e-18
58424.26	12.13	nan	3.80e-14	nan
58424.26	12.13	nan	3.80e-14	nan
58424.26	12.14	nan	3.76e-14	nan
58424.26	18.09	0.02	1.57e-16	3.55e-18
58425.23	18.24	0.04	1.37e-16	4.49e-18
58425.25	11.48	nan	6.91e-14	nan
58425.25	18.09	0.06	1.57e-16	8.11e-18
58425.25	11.50	nan	6.80e-14	nan
58425.25	11.50	nan	6.83e-14	nan
58427.24	11.61	nan	6.17e-14	nan
58427.24	11.64	nan	6.00e-14	nan
58427.24	18.15	0.06	1.49e-16	8.34e-18
58427.24	11.67	nan	5.80e-14	nan
58428.25	18.15	0.00	1.48e-16	5.55e-19
58428.27	12.43	nan	2.89e-14	nan
