mjd	ab_mag	ab_mag_err	flux_dens	flux_dens_err
58294.48	19.74	0.10	3.45e-17	3.18e-18
58297.42	20.18	nan	2.30e-17	nan
58300.42	19.79	0.20	3.28e-17	5.94e-18
58312.44	19.66	0.05	3.70e-17	1.65e-18
58315.47	19.75	0.05	3.39e-17	1.55e-18
58321.48	19.90	0.04	2.98e-17	1.14e-18
58324.48	19.81	0.05	3.22e-17	1.36e-18
58327.42	18.60	nan	9.80e-17	nan
58330.40	20.14	nan	2.37e-17	nan
58334.44	19.74	0.08	3.43e-17	2.52e-18
58335.45	12.53	nan	2.62e-14	nan
58335.45	19.59	0.04	3.94e-17	1.45e-18
58335.45	19.72	0.07	3.49e-17	2.11e-18
58335.45	19.81	0.05	3.22e-17	1.60e-18
58335.45	19.66	0.04	3.70e-17	1.32e-18
58335.45	12.53	nan	2.63e-14	nan
58336.45	12.57	nan	2.55e-14	nan
58336.45	19.81	0.04	3.23e-17	1.18e-18
58336.45	12.55	nan	2.58e-14	nan
58336.45	19.61	0.01	3.87e-17	4.46e-19
58336.46	19.80	0.03	3.24e-17	9.96e-19
58336.46	19.66	0.04	3.69e-17	1.30e-18
58342.46	19.68	0.03	3.62e-17	1.12e-18
58345.38	19.66	0.03	3.71e-17	1.14e-18
58345.38	19.62	0.03	3.83e-17	9.60e-19
58346.44	19.64	0.03	3.79e-17	1.06e-18
58347.43	19.68	0.01	3.62e-17	2.96e-19
58348.41	19.67	0.01	3.66e-17	5.01e-19
58348.41	19.62	0.01	3.85e-17	4.78e-19
58349.35	19.73	0.04	3.47e-17	1.30e-18
58350.42	19.68	0.01	3.64e-17	4.47e-19
58351.39	19.69	0.01	3.60e-17	2.67e-19
58351.39	19.66	0.02	3.71e-17	7.68e-19
58352.33	19.78	0.10	3.31e-17	2.96e-18
58353.37	19.68	0.06	3.65e-17	1.91e-18
58353.37	12.54	nan	2.61e-14	nan
58353.46	19.67	0.03	3.66e-17	8.54e-19
58354.33	19.71	0.13	3.54e-17	4.17e-18
58354.34	19.63	0.10	3.81e-17	3.68e-18
58354.42	19.55	0.08	4.10e-17	3.17e-18
58354.42	19.61	0.09	3.89e-17	3.24e-18
58355.38	19.05	nan	6.53e-17	nan
58355.44	19.58	0.10	3.98e-17	3.79e-18
58356.36	19.57	0.15	4.01e-17	5.53e-18
58356.36	12.56	nan	2.57e-14	nan
58356.38	19.93	0.20	2.88e-17	5.19e-18
58356.48	19.57	0.14	4.01e-17	5.06e-18
58357.40	19.53	0.14	4.18e-17	5.32e-18
58357.42	19.59	0.14	3.96e-17	5.23e-18
58357.48	19.75	0.19	3.42e-17	5.97e-18
58357.48	20.54	nan	1.65e-17	nan
58361.34	19.67	0.10	3.69e-17	3.32e-18
58361.35	19.60	0.10	3.90e-17	3.69e-18
58362.39	12.55	nan	2.58e-14	nan
58362.39	19.75	0.07	3.41e-17	2.24e-18
58362.41	19.69	0.07	3.59e-17	2.30e-18
58363.42	19.57	0.08	4.02e-17	2.84e-18
58363.45	12.50	nan	2.70e-14	nan
58363.45	19.59	0.05	3.96e-17	1.79e-18
58364.36	19.59	0.04	3.95e-17	1.60e-18
58364.36	19.71	0.05	3.53e-17	1.62e-18
58365.36	19.65	0.05	3.75e-17	1.66e-18
58366.37	19.74	0.03	3.43e-17	8.65e-19
58367.37	19.67	0.03	3.67e-17	1.09e-18
58367.37	19.63	0.04	3.79e-17	1.30e-18
58368.35	19.71	0.03	3.52e-17	1.05e-18
58369.42	19.67	0.04	3.68e-17	1.49e-18
58370.40	19.70	0.05	3.58e-17	1.60e-18
58370.40	19.67	0.03	3.69e-17	1.17e-18
58371.40	19.66	0.01	3.70e-17	4.79e-19
58372.36	19.84	0.05	3.15e-17	1.37e-18
58373.33	19.72	0.05	3.50e-17	1.53e-18
58373.33	19.72	0.04	3.49e-17	1.34e-18
58374.34	19.78	0.05	3.31e-17	1.38e-18
58375.36	19.78	0.05	3.32e-17	1.42e-18
58376.36	19.79	0.02	3.28e-17	6.05e-19
58376.36	19.74	0.04	3.43e-17	1.12e-18
58377.42	19.85	0.06	3.11e-17	1.65e-18
58378.38	19.81	0.04	3.22e-17	1.13e-18
58379.39	19.68	0.04	3.63e-17	1.19e-18
58379.40	19.66	0.02	3.69e-17	8.31e-19
58380.32	19.70	0.06	3.58e-17	2.12e-18
58382.33	19.82	0.11	3.21e-17	3.20e-18
58382.33	19.65	0.09	3.72e-17	3.05e-18
58383.34	19.88	0.14	3.01e-17	3.98e-18
58388.29	19.35	0.13	4.91e-17	5.94e-18
58388.29	19.57	0.17	4.01e-17	6.12e-18
58389.31	19.53	0.09	4.18e-17	3.46e-18
58390.26	19.61	0.10	3.89e-17	3.58e-18
58397.29	19.68	0.04	3.64e-17	1.24e-18
58397.29	19.69	0.04	3.61e-17	1.46e-18
58423.31	19.54	0.07	4.13e-17	2.74e-18
58424.25	19.52	0.18	4.20e-17	6.81e-18
58424.32	19.51	0.20	4.25e-17	7.70e-18
58424.32	11.91	nan	4.68e-14	nan
58425.24	19.73	nan	3.47e-17	nan
58425.28	19.48	0.02	4.35e-17	6.34e-19
58425.28	12.55	nan	2.59e-14	nan
58426.25	19.61	0.05	3.86e-17	1.78e-18
58426.25	19.58	0.05	4.00e-17	1.68e-18
58427.23	19.17	nan	5.84e-17	nan
