mjd,flux,fluxe,flux_rolling_mean,flux_rolling_rmsd
58775.13,1.42e-16,2.17e-18,1.4793333333333332e-16,5.130000000000006e-18
58776.13,1.47e-16,1.67e-18,1.4806666666666666e-16,5.21333333333334e-18
58777.13,1.43e-16,2.91e-18,1.4793333333333332e-16,5.214444444444451e-18
58778.13,1.48e-16,1.77e-18,1.4836666666666666e-16,5.18833333333334e-18
58779.13,1.43e-16,3.04e-18,1.4839999999999998e-16,5.341111111111118e-18
58781.13,1.42e-16,5.19e-18,1.4833333333333334e-16,5.409444444444451e-18
58782.13,1.52e-16,2.03e-18,1.477333333333333e-16,5.276111111111118e-18
58783.13,1.4e-16,1.65e-18,1.4786666666666667e-16,5.151666666666673e-18
58785.13,1.5e-16,1.78e-18,1.4776666666666666e-16,5.192777777777783e-18
58786.14,1.46e-16,1.86e-18,1.4696666666666668e-16,4.839444444444449e-18
58787.13,1.36e-16,4.3e-18,1.4685e-16,4.816111111111116e-18
58788.13,1.45e-16,2.5e-18,1.4591666666666669e-16,4.447222222222227e-18
58789.13,1.41e-16,2.98e-18,1.4594999999999999e-16,4.6105555555555594e-18
58790.16,1.46e-16,3.3e-18,1.4474999999999999e-16,5.683888888888891e-18
58792.18,1.46e-16,2.19e-18,1.4441666666666664e-16,5.463888888888891e-18
58793.11,1.5e-16,4.34e-18,1.4419999999999998e-16,5.5672222222222225e-18
58796.11,1.45e-16,6.31e-18,1.453e-16,6.3927777777777786e-18
58800.29,1.53e-16,5.12e-18,1.4493333333333334e-16,6.6294444444444455e-18
58800.32,1.52e-16,5.87e-18,1.451e-16,6.588333333333336e-18
58801.29,1.58e-16,7.08e-18,1.4476666666666666e-16,6.7638888888888905e-18
58803.25,1.4e-16,7.98e-18,1.4516666666666668e-16,6.979444444444448e-18
58803.31,1.47e-16,3.06e-18,1.4506666666666666e-16,6.88166666666667e-18
58806.23,1.47e-16,1.96e-18,1.4460000000000002e-16,6.8950000000000014e-18
58811.13,1.4e-16,2.02e-18,1.447e-16,6.648333333333335e-18
58811.17,1.4e-16,2.79e-18,1.4440000000000001e-16,6.611666666666669e-18
58812.24,1.38e-16,4.06e-19,1.4423333333333335e-16,6.6088888888888894e-18
58814.15,1.51e-16,3.35e-18,1.4446666666666666e-16,6.303333333333335e-18
58828.21,1.48e-16,9.63e-18,1.446e-16,6.389259259259259e-18
58831.1,1.4e-16,3.03e-18,1.445333333333333e-16,6.432777777777777e-18
58846.11,1.36e-16,8.94e-20,1.4416666666666666e-16,6.43222222222222e-18
58850.11,1.48e-16,1.02e-17,1.443e-16,6.7274074074074046e-18
58853.14,1.38e-16,1.07e-17,1.4363333333333333e-16,6.679999999999999e-18
58854.15,1.55e-16,9.67e-18,1.4313333333333332e-16,6.533703703703701e-18
58856.13,1.39e-16,3.04e-18,1.424e-16,6.20185185185185e-18
58856.17,1.38e-16,3.84e-18,1.4266666666666666e-16,6.335925925925924e-18
58859.17,1.43e-16,4.78e-18,1.4253333333333335e-16,6.424444444444443e-18
58867.1,1.41e-16,5.48e-18,1.4213333333333333e-16,6.452592592592591e-18
58871.1,1.41e-16,1.5e-18,1.4188333333333332e-16,6.4774074074074074e-18
58874.11,1.43e-16,1.1e-18,1.4131666666666665e-16,6.8133333333333325e-18
58877.12,1.46e-16,2.4e-18,1.4109444444444444e-16,6.799259259259259e-18
58880.15,1.44e-16,4.02e-18,1.4046111111111112e-16,6.737407407407405e-18
58884.13,1.44e-16,8.04e-18,1.4144444444444446e-16,5.7048148148148134e-18
58887.12,1.39e-16,4.47e-18,1.409111111111111e-16,5.699629629629629e-18
58891.1,1.46e-16,6.96e-18,1.4054444444444446e-16,5.7350000000000015e-18
58895.12,1.49e-16,2.79e-18,1.3984444444444445e-16,5.3807407407407404e-18
58904.11,1.33e-16,6.03e-18,1.3964444444444444e-16,5.211111111111112e-18
58904.12,1.37e-16,4.255e-18,1.395111111111111e-16,5.485740740740741e-18
58904.13,1.36e-16,4.92e-18,1.392777777777778e-16,5.320000000000001e-18
58906.11,1.48e-16,1.16e-17,1.388111111111111e-16,5.2557407407407415e-18
58906.12,1.43e-16,8.09e-18,1.384111111111111e-16,5.262222222222222e-18
58906.13,1.35e-16,9.85e-18,1.3824444444444443e-16,5.220185185185185e-18
58987.47,1.3249999999999998e-16,4.325e-18,1.3794444444444445e-16,5.378148148148149e-18
58991.46,1.23e-16,2.65e-18,1.3747777777777777e-16,5.386851851851851e-18
58991.47,1.3133333333333333e-16,2.4900000000000002e-18,1.3714444444444445e-16,5.453703703703705e-18
58993.46,1.32e-16,4.55e-18,1.3667777777777776e-16,5.43611111111111e-18
58993.47,1.395e-16,5.49e-18,1.359777777777778e-16,5.353703703703701e-18
58993.48,1.32e-16,5.69e-18,1.3524444444444445e-16,5.401296296296295e-18
59020.47,1.29e-16,8.78e-19,1.3459444444444446e-16,5.375555555555554e-18
59024.47,1.54e-16,2.26e-18,1.339277777777778e-16,5.5401851851851834e-18
59033.36,1.3e-16,5.6e-18,1.3307777777777779e-16,5.523333333333332e-18
59035.36,1.44e-16,8.73e-18,1.3206111111111112e-16,5.41148148148148e-18
59036.38,1.31e-16,4.37e-18,1.3166111111111113e-16,5.293333333333333e-18
59037.45,1.41e-16,4.37e-18,1.310611111111111e-16,5.344074074074074e-18
59038.38,1.27e-16,4.89e-18,1.3059444444444444e-16,5.277037037037036e-18
59039.45,1.33e-16,3.22e-18,1.2959444444444445e-16,5.12962962962963e-18
59040.39,1.34e-16,2.89e-18,1.2879444444444444e-16,5.1055555555555556e-18
59042.47,1.27e-16,2.16e-18,1.2839444444444443e-16,5.007407407407408e-18
59043.46,1.31e-16,5.99e-19,1.2811111111111112e-16,4.8681481481481466e-18
59045.36,1.29e-16,9.7e-19,1.2784444444444445e-16,4.641111111111111e-18
59046.45,1.25e-16,1.3e-18,1.2743333333333333e-16,4.561851851851851e-18
59047.42,1.22e-16,1.62e-18,1.2696666666666667e-16,4.552592592592593e-18
59048.43,1.245e-16,1.5399999999999999e-18,1.2628333333333333e-16,4.54851851851852e-18
59049.43,1.19e-16,1.38e-18,1.2585e-16,4.563703703703704e-18
59050.48,1.2049999999999999e-16,1.5600000000000002e-18,1.2545e-16,4.567777777777777e-18
59051.43,1.185e-16,1.58e-18,1.2430000000000002e-16,4.007037037037037e-18
59052.42,1.21e-16,1.6e-18,1.241e-16,3.942222222222221e-18
59053.46,1.19e-16,1.83e-18,1.2303333333333335e-16,3.91037037037037e-18
59054.39,1.22e-16,1.45e-18,1.2326666666666665e-16,4.372222222222222e-18
59054.43,1.18e-16,1.55e-18,1.2276666666666667e-16,4.127037037037037e-18
59054.44,1.19e-16,1.65e-18,1.228666666666667e-16,4.237777777777778e-18
