# ------------------------------------------------------------------
# Generated by forcedphotometry_trim_cforcepsfaper_threads.pl, v5.5 on 2023-10-31 at 14:50:53
#
# Requested input R.A. = 321.5722917 degrees
# Requested input Dec. = -1.6240278 degrees
# Requested JD start = 2458194.5 days
# Requested JD end = 2460247.91099238 days
# Authenticated program IDs = 1
#
# Column definitions:
# sindex = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (1..4)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Reference image Operations DB identifier
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, which is abnormal, see documentation.
# ------------------------------------------------------------------
# Order of columns below:
 sindex, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 0 441 9 3 ZTF_g 480500813415 0 2.3741 74.7348 10.1514 25.8468 8.8838e-06 0.039776 -0.0314493 2.20457e-05 1174 30. 0.052035 0.054667 19.3964 25.8468 1 2458235.0008102 441120134 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458247.981979 2458363.796562 57,61
 1 441 9 2 ZTF_g 480500813315 0 2.3724 74.794 9.34027 25.8653 1.19666e-05 0.0451843 -0.0449768 2.98222e-05 1167 30. 0.051079 0.056328 19.5778 25.8653 1 2458235.0008102 441120133 -50.71076015759 40.191589 -1.403524 1.087546 -99.55239389935 67.619736 -1.482154 1.083526 0.13759627394687 19.5889999389648 0.034000001847744 1.35099995136261 0.00800000037997961 2458235.000810 2458338.859757 0
 2 441 9 2 ZTF_r 493474023315 0 2.0226 199.954 8.37521 26.1985 2.4e-06 0.0235887 0.112498 4.56197e-06 1427 30. 0.044692 0.044621 20.2135 26.1985 1 2458247.9740278 441120233 -7.38991006843 37.122860 -0.221438 0.903723 7.46554611737 64.912323 0.115784 1.077247 0.079270996245091 18.9380001068115 0.0189999993890524 0.639999985694885 -0.0020000000949949 2458247.974028 2458360.793958 0
 3 441 9 3 ZTF_r 493474023415 0 2.0112 213.371 8.79621 26.2504 2.3403e-06 0.0237037 0.115012 4.46123e-06 1463 30. 0.0469 0.044324 20.1574 26.2504 1 2458247.9740278 441120234 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458247.974028 2458443.604861 57,61
 4 441 9 2 ZTF_g 493481973315 0 2.274 99.0331 7.5909 26.1784 4.4732e-06 0.0312334 -0.0440337 9.18039e-06 1363 30. 0.044826 0.044584 20.1651 26.1784 1 2458247.9819792 441120133 21.44124267403 34.409397 0.693151 1.015838 -2.2981120829 58.577469 -0.039496 1.085177 0.13759627394687 19.5889999389648 0.034000001847744 1.35099995136261 0.00800000037997961 2458235.000810 2458338.859757 0
 5 441 9 3 ZTF_g 493481973415 0 2.175 104.617 8.08329 26.2099 4.2872e-06 0.0314461 -0.0418255 8.6485e-06 1421 30. 0.044142 0.045261 20.1743 26.2099 1 2458247.9819792 441120134 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458247.981979 2458363.796562 57,61
 6 441 9 2 ZTF_g 500438643315 0 2.437 92.7418 4.61655 26.1282 3.712e-06 0.0294758 -0.0741526 7.13588e-06 1427 30. 0.052483 0.04751 20.5353 26.1282 1 2458254.9386458 441120133 10.0016435599 22.874525 0.486378 0.959122 19.31753330178 38.319996 0.507506 1.076007 0.13759627394687 19.5889999389648 0.034000001847744 1.35099995136261 0.00800000037997961 2458235.000810 2458338.859757 0
 7 441 9 3 ZTF_g 500438643415 0 2.3352 98.7728 4.90406 26.1536 3.1087e-06 0.0273525 -0.06027 5.93447e-06 1464 30. 0.053571 0.048802 20.5728 26.1536 1 2458254.9386458 441120134 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458247.981979 2458363.796562 57,61
 8 441 9 2 ZTF_r 500481953315 0 2.134 201.502 6.68945 26.2224 1.9679e-06 0.0213743 0.10463 3.74639e-06 1425 30. 0.046527 0.040305 20.3628 26.2224 1 2458254.981956 441120233 -17.17849414245 29.498468 -0.647799 1.034912 -94.7233229699 51.357513 -1.856813 1.065085 0.079270996245091 18.9380001068115 0.0189999993890524 0.639999985694885 -0.0020000000949949 2458247.974028 2458360.793958 0
