mjd	ab_mag	ab_mag_err	flux_dens	flux_dens_err
58323.44	12.14	nan	6.79e-14	nan
58327.46	11.26	nan	1.53e-13	nan
58327.46	16.86	nan	8.83e-16	nan
58330.48	18.75	0.09	1.54e-16	1.24e-17
58330.48	12.21	nan	6.35e-14	nan
58336.50	12.38	nan	5.47e-14	nan
58336.50	18.81	0.06	1.46e-16	8.08e-18
58340.48	18.84	0.03	1.42e-16	4.42e-18
58340.48	11.96	nan	7.99e-14	nan
58343.46	12.26	nan	6.09e-14	nan
58343.46	18.79	0.02	1.48e-16	2.43e-18
58345.46	18.82	0.02	1.44e-16	3.15e-18
58345.46	12.22	nan	6.33e-14	nan
58346.48	18.88	0.02	1.37e-16	2.92e-18
58346.48	12.20	nan	6.41e-14	nan
58347.48	12.32	nan	5.77e-14	nan
58347.48	18.79	0.02	1.49e-16	2.26e-18
58348.48	12.31	nan	5.82e-14	nan
58348.48	18.76	0.02	1.52e-16	2.71e-18
58349.42	12.25	nan	6.12e-14	nan
58349.42	18.82	0.02	1.45e-16	2.84e-18
58349.46	12.31	nan	5.83e-14	nan
58349.46	18.80	0.02	1.47e-16	2.22e-18
58350.45	18.85	0.01	1.40e-16	1.91e-18
58350.45	12.29	nan	5.94e-14	nan
58351.46	12.33	nan	5.69e-14	nan
58351.46	18.78	0.01	1.50e-16	1.99e-18
58352.44	12.30	nan	5.85e-14	nan
58352.44	18.83	0.01	1.43e-16	1.58e-18
58352.46	18.82	0.01	1.44e-16	1.61e-18
58352.46	12.31	nan	5.82e-14	nan
58360.44	18.91	0.09	1.33e-16	1.08e-17
58360.44	12.40	nan	5.34e-14	nan
58364.46	18.77	0.04	1.51e-16	5.26e-18
58364.46	12.34	nan	5.63e-14	nan
58364.48	18.79	0.04	1.49e-16	5.91e-18
58365.46	12.39	nan	5.40e-14	nan
58365.46	18.81	0.03	1.45e-16	3.72e-18
58366.46	18.87	0.03	1.38e-16	3.43e-18
58366.46	12.40	nan	5.35e-14	nan
58366.46	18.81	0.02	1.46e-16	3.11e-18
58366.46	12.41	nan	5.29e-14	nan
58367.43	18.79	0.02	1.49e-16	2.16e-18
58367.43	12.36	nan	5.56e-14	nan
58368.48	18.81	0.02	1.46e-16	2.69e-18
58368.48	12.38	nan	5.46e-14	nan
58369.48	18.84	0.02	1.42e-16	2.56e-18
58369.48	12.39	nan	5.42e-14	nan
58369.48	18.87	0.02	1.39e-16	2.77e-18
58369.48	12.38	nan	5.43e-14	nan
58370.45	18.80	0.02	1.48e-16	3.17e-18
58370.45	12.40	nan	5.36e-14	nan
58371.48	12.39	nan	5.38e-14	nan
58371.48	18.78	0.02	1.51e-16	3.08e-18
58372.44	12.39	nan	5.39e-14	nan
58372.44	18.85	0.03	1.41e-16	3.26e-18
58372.44	12.40	nan	5.35e-14	nan
58372.44	18.78	0.02	1.50e-16	2.65e-18
58373.42	12.38	nan	5.46e-14	nan
